pmcid relevancy abstract body title
130966 1 0.16457275 0.08946981 0.6225491
1559601 2 0.14447345 0.07247967 0.50961614
1764004 1 0.0 0.0 0.0
1852545 1 0.22498891 0.14464003 0.8024634
1929108 1 0.1803125 0.09422026 0.5484471
194433 1 0.1818317 0.08321953 0.54644716
2045103 1 0.22573827 0.11189033 0.6439604
2174498 2 0.33586136 0.21073967 1.0692645
2363727 1 0.19832122 0.09930011 0.10349575
2430200 1 0.25548634 0.15462781 0.16095074
2464753 1 0.21782313 0.11077378 0.64174193
2515422 2 0.09964772 0.052370794 0.48598182
2531092 1 0.38273787 0.2629553 1.1539912
2588582 1 0.30770487 0.19168812 0.7515254
2596547 1 0.03732608 0.008609548 0.16687788
2627698 2 0.040061187 0.008513483 0.008861611
2629964 1 0.18227206 0.07868856 0.7482207
2639604 1 0.17768425 0.10193399 0.56547254
2672220 1 0.23051389 0.2212748 0.230323
2672240 1 0.35907608 0.19405212 1.0515064
2678699 2 0.18994395 0.09820842 0.596136
2700473 2 0.0 0.0 0.0
2721535 1 0.22544047 0.115446776 0.69148475
2737754 1 0.28709927 0.19007413 0.861929
2760693 1 0.16185278 0.15542132 0.16172858
2767138 2 0.0 0.0 0.0
2769292 2 0.27221954 0.16504353 0.8399592
2769480 2 0.12122288 0.071276926 0.46329442
2770458 1 0.3227637 0.17799515 0.90088934
2771148 1 0.13781257 0.056928232 0.059318256
2801475 1 0.18312581 0.103472844 0.10770396
2803851 2 0.117460914 0.05558487 0.5011878
2803953 2 0.287633 0.18703318 0.991507
2850857 2 0.1853012 0.08953175 0.0931928
2858720 1 0.19072777 0.1050644 0.6948727
2872582 1 0.31989455 0.16946109 0.1763381
2879291 1 0.20600925 0.12312676 0.12831356
2887806 2 0.0 0.0 0.0
2917397 1 0.27322984 0.19425748 0.861677
2938495 1 0.19058946 0.1049351 0.10934061
2967692 1 0.13283163 0.068655774 0.07154795
2981784 1 0.35081 0.23616545 0.8921534
2984334 2 0.12086523 0.11602092 0.12076516
2988179 2 0.28115055 0.16683148 0.7249899
2992067 1 0.0 0.0 0.0
3030029 1 0.29691568 0.18204325 0.70761806
3034954 2 0.0 0.0 0.0
3047826 2 0.23018314 0.2210365 0.9005774
3064452 1 0.17684938 0.16982202 0.17671366
3064888 1 0.21367706 0.10011357 0.10434357
3078258 1 0.25344285 0.13754514 0.14316952
3088014 1 0.07006414 0.06718436 0.07001455
3108676 1 0.39746875 0.2501244 1.0762137
3120277 2 0.19685961 0.09907146 0.10324491
3141758 1 0.11188291 0.057344127 0.41167548
3152527 2 0.0 0.0 0.0
3154489 1 0.17528464 0.085517466 0.08910775
3161475 1 0.21184537 0.13386731 0.5996085
3169864 2 0.27585226 0.15524222 0.871548
3183636 2 0.16114987 0.10156494 0.105843425
3184711 2 0.18749963 0.0972113 0.10130639
3207060 1 0.0 0.0 0.0
3222602 1 0.13974482 0.08545396 0.66053504
3248865 1 0.0 0.0 0.0
3285529 1 0.19338863 0.088063434 0.09166445
3296555 1 0.14297903 0.054458283 0.05666829
3299160 2 0.10365933 0.09939103 0.10356377
3336243 2 0.24736193 0.13693422 0.14249124
3347843 1 0.20424329 0.09732206 0.10130168
3353206 1 0.14854132 0.077845365 0.5817681
3354466 2 0.29386434 0.19383223 0.7847573
3397657 1 0.21571472 0.1142277 0.11905405
3406274 2 0.17080738 0.087648466 0.09120538
3406278 2 0.08322845 0.079807594 0.5543087
3436631 1 0.25653973 0.13713498 0.6580534
3445145 2 0.22281846 0.11830379 0.66417456
3485910 2 0.29626915 0.15400897 0.16030657
3487309 1 0.43169513 0.28058192 0.29236165
3498317 2 0.16065776 0.15421854 0.16052473
3505934 1 0.2808887 0.16055773 0.8824716
3507802 2 0.22402978 0.11787174 0.122852065
3529253 2 0.029351525 0.028145118 0.3134918
3542887 2 0.17951432 0.09840746 0.58718574
3543951 2 0.077860534 0.074766636 0.55076313
3572695 2 0.18931971 0.104957394 0.6231862
3618925 2 0.20883605 0.10348844 0.69796604
3658220 1 0.2921151 0.20145425 0.80348134
3664074 2 0.21130954 0.11640142 0.6271599
3677011 2 0.22877537 0.15119784 0.67197734
3679768 2 0.3676297 0.22282396 1.0197346
3680477 2 0.11388418 0.049335487 0.051406745
3687640 2 0.20467897 0.105121 0.7556138
3772305 2 0.2647117 0.13672252 0.14231327
3784075 2 0.292674 0.1841874 0.19196968
3821706 2 0.29231283 0.2054287 0.98503596
3833587 2 0.33705005 0.23293531 0.24246033
3856285 2 0.35114068 0.21856302 0.9125899
3866926 1 0.16949245 0.09227266 0.73264754
3874663 2 0.15026686 0.077784516 0.45767635
3890738 2 0.26181722 0.15612714 0.7811709
