pmcid relevancy abstract body title
2667400 2 0.35324946 0.31573048 0.35324946
2687574 1 0.27468523 0.24652179 0.27468523
2691519 1 0.12563424 0.1119712 0.12563424
2740058 1 0.23202223 0.20751978 0.23202223
2740158 1 0.33473346 0.2997835 0.33473346
2749011 1 0.0 0.0 0.0
2768636 1 0.090385504 0.08094823 0.090385504
2842962 1 0.056049407 0.050130375 0.056049407
2893371 1 0.24210072 0.21653394 0.24210072
2933643 1 0.047694292 0.0428042 0.047694292
3004514 1 0.35655025 0.3186807 0.35655025
3030049 1 0.3848013 0.3441648 0.3848013
3047858 2 0.44756466 0.40083382 0.44756466
3101789 1 0.22834949 0.20493685 0.22834949
3290188 2 0.36433783 0.32698232 0.36433783
3420662 1 0.13490443 0.12081888 0.13490443
3423657 1 0.29300287 0.26296133 0.29300287
3466839 1 0.33439347 0.29887724 0.33439347
3483501 2 0.34502572 0.30750334 0.34502572
3514812 1 0.21955925 0.19704787 0.21955925
3601223 1 0.13923763 0.1240952 0.13923763
3637401 1 0.15241349 0.13583815 0.15241349
3649654 2 0.21475728 0.19233418 0.21475728
3670530 2 0.57381153 0.5132148 0.57381153
3674744 2 0.28041157 0.24991612 0.28041157
3741700 1 0.12474946 0.111499704 0.12474946
3860639 1 0.19495827 0.17375606 0.19495827
3860641 1 0.068037376 0.060638137 0.068037376
3872241 1 0.116959795 0.104967915 0.116959795
