	tfidf	bm25	ib	lmd	lmj	dfr	relevancy
17815.0	0.060988903	0.06110746	0.0887377	0.088579305	0.088971674	0.08922174	0
29056.0	0.06750639	0.06781034	0.10055312	0.100027405	0.100495085	0.1003685	0
60652.0	0.08851188	0.089283764	0.13211773	0.13293946	0.13274114	0.13281585	0
113745.0	0.07358757	0.07392439	0.11042074	0.10971487	0.11031658	0.11022867	0
115203.0	0.05989208	0.060156766	0.08922607	0.089035265	0.08972884	0.089347415	0
126229.0	0.07158416	0.07198766	0.10581361	0.10580012	0.106292956	0.10594362	0
126248.0	0.07101941	0.071414135	0.109176256	0.10910235	0.10956636	0.10922657	0
126248.0	0.07101941	0.071414135	0.109176256	0.10910235	0.10956636	0.10922657	0
128809.0	0.06761151	0.066878706	0.100187555	0.10040831	0.099316716	0.09969433	0
130037.0	0.109684125	0.10844624	0.16488527	0.16509771	0.16311672	0.16378632	0
131012.0	0.06496128	0.06516333	0.095829554	0.095848076	0.09575244	0.095806226	0
137231.0	0.057046793	0.057090383	0.085876636	0.08582727	0.08569944	0.085667275	0
137231.0	0.057046793	0.057090383	0.085876636	0.08582727	0.08569944	0.085667275	0
137231.0	0.057046793	0.057090383	0.085876636	0.08582727	0.08569944	0.085667275	0
137231.0	0.057046793	0.057090383	0.085876636	0.08582727	0.08569944	0.085667275	0
137231.0	0.057046793	0.057090383	0.085876636	0.08582727	0.08569944	0.085667275	0
137249.0	0.064658724	0.064780936	0.09784136	0.09775214	0.09805182	0.098359175	2
137249.0	0.064658724	0.064780936	0.09784136	0.09775214	0.09805182	0.098359175	0
137602.0	0.095069446	0.09583987	0.14241454	0.14287393	0.14284137	0.14280201	0
137602.0	0.095069446	0.09583987	0.14241454	0.14287393	0.14284137	0.14280201	0
137602.0	0.095069446	0.09583987	0.14241454	0.14287393	0.14284137	0.14280201	0
137602.0	0.095069446	0.09583987	0.14241454	0.14287393	0.14284137	0.14280201	0
138681.0	0.06873094	0.06897933	0.09129694	0.09132008	0.09119095	0.09133255	0
149229.0	0.062743954	0.06293142	0.09327838	0.09320807	0.09331618	0.093367375	0
150573.0	0.11006013	0.108310945	0.16391316	0.1636597	0.16100077	0.16189007	0
153436.0	0.06902503	0.069428295	0.10389382	0.10403887	0.10457436	0.10413161	0
153482.0	0.06650479	0.066604614	0.102055945	0.10169246	0.10159126	0.101692654	0
155650.0	0.05850743	0.05829029	0.08695611	0.08715346	0.08679363	0.08690893	0
165419.0	0.06699572	0.066318266	0.09811478	0.09833799	0.09734587	0.09769034	0
169178.0	0.0576651	0.057827353	0.08596633	0.08571234	0.08585799	0.08580385	0
169187.0	0.064098015	0.06377934	0.096536554	0.0968175	0.09623361	0.09639294	0
183865.0	0.059687383	0.059221152	0.088052556	0.08828343	0.08752423	0.08777324	0
183865.0	0.059687383	0.059221152	0.088052556	0.08828343	0.08752423	0.08777324	1
194618.0	0.05694239	0.05727039	0.08552675	0.08549725	0.08619709	0.08574419	0
194767.0	0.06939294	0.06944532	0.1027458	0.10274093	0.102485165	0.10241138	0
212447.0	0.08567771	0.08584337	0.12855893	0.12828426	0.12848657	0.12904628	0
239862.0	0.057007566	0.05725111	0.08506302	0.08509247	0.08496943	0.08506722	0
270015.0	0.06928506	0.0694028	0.10325673	0.10306976	0.10331294	0.10372779	0
270035.0	0.08336858	0.08357384	0.123970315	0.12376754	0.123965696	0.123877056	0
280706.0	0.060302332	0.059792545	0.08836595	0.08856404	0.0878083	0.08807797	0
317469.0	0.09892563	0.09939782	0.14602987	0.14616734	0.14646189	0.14669122	1
324409.0	0.06945409	0.069920614	0.1038053	0.104064055	0.1040811	0.10399818	0
324409.0	0.06945409	0.069920614	0.1038053	0.104064055	0.1040811	0.10399818	0
324410.0	0.06839891	0.06769595	0.10100062	0.10120572	0.10015061	0.10052009	0
374360.0	0.08015085	0.08059106	0.091278926	0.09206433	0.0923678	0.09227809	0
387277.0	0.07082036	0.07107313	0.10591684	0.1059478	0.10587458	0.10597381	0
395832.0	0.06672681	0.06672385	0.100373276	0.09998963	0.10044939	0.10067627	0
416457.0	0.06639279	0.065566815	0.09960428	0.09979805	0.09858729	0.09900559	0
416478.0	0.07213916	0.07251377	0.107667126	0.10753111	0.10832038	0.10785704	0
436065.0	0.06928795	0.06960901	0.10338532	0.103208534	0.10399952	0.10354572	0
442117.0	0.077843964	0.07814777	0.114795275	0.114859715	0.11469317	0.11481025	0
481084.0	0.14024468	0.140868	0.21265258	0.21361683	0.21445166	0.21306251	0
481084.0	0.14024468	0.140868	0.21265258	0.21361683	0.21445166	0.21306251	0
481084.0	0.14024468	0.140868	0.21265258	0.21361683	0.21445166	0.21306251	0
503388.0	0.07230914	0.07337867	0.10713868	0.108456574	0.10941798	0.10989884	0
503388.0	0.07230914	0.07337867	0.10713868	0.108456574	0.10941798	0.10989884	0
