pmcid	title	abstract	body	relevancy
2684510	7.7774696	6.0188103	3.690962	0
3751269	7.5370193	0.11778138	3.1685116	2
3432199	7.360439	0.08387268	4.181059	0
2769281	7.3599343	4.899109	3.704694	0
2930659	7.2621784	0.161208	3.6036417	0
3835276	7.03201	5.0429096	4.09503	0
3231647	6.3678727	0.061576672	2.985426	0
3022204	6.348139	4.393405	4.93057	0
2887505	6.3418193	5.468313	6.3439207	0
2740172	6.074295	4.983909	3.6676075	0
3662144	6.020995	4.399286	3.8933372	0
2722751	5.927982	0.08220224	3.7655177	2
2884453	5.769671	0.096504964	2.9783015	0
2811397	5.600874	0.0	0.0	0
3517569	5.4280996	4.8771343	5.323109	0
2222974	5.0844517	0.0	4.259382	0
3667341	3.2578301	0.0	0.0	0
3403367	0.32871646	0.32871646	0.0	0
3546453	0.31867158	6.0801935	4.6303344	1
3542938	0.25985157	5.102822	4.9532547	0
2687656	0.25127205	5.0446315	4.8697796	2
3439936	0.24663548	0.24663548	5.855753	0
3808756	0.24157965	0.24157965	4.6216264	2
3671282	0.2316926	0.2316926	0.0	0
3863508	0.2297709	0.2297709	0.0	1
3262532	0.2206303	0.2206303	0.0	1
1375236	0.20920119	0.20920119	5.5332513	0
2987328	0.20595133	0.20595133	0.0	1
2518148	0.20223315	0.20223315	0.0	0
2901610	0.20063786	0.20063786	0.0	0
3564269	0.19913143	0.19913143	0.0	2
2738311	0.19883521	0.19883521	0.0	2
1397847	0.19526546	0.19526546	0.0	0
3764715	0.19500774	0.19500774	0.0	0
3420510	0.19457376	5.458614	6.227853	1
3459526	0.18957986	0.18957986	0.0	0
3279511	0.18507005	0.18507005	0.0	0
2650979	0.1845991	0.1845991	0.0	2
476739	0.18443355	0.18443355	0.0	0
3532807	0.18438135	4.972963	4.980906	0
1459118	0.1839803	5.4082384	0.0	2
2474584	0.18333644	0.18333644	0.0	0
2874920	0.18038411	0.18038411	0.0	0
2829599	0.18021668	0.18021668	0.0	0
2174495	0.17993315	0.17993315	4.271806	0
2929636	0.17990333	5.188774	3.8663363	0
3808267	0.17845818	0.17845818	0.0	0
3544059	0.17834488	0.17834488	0.0	0
