pmcid relevancy abstract body title
2245959 1 0.42012256 0.28705627 0.36416456
2365938 1 0.5477543 0.4387266 0.4997176
2385905 1 0.03261607 0.03134559 0.03261607
2442045 1 0.42087758 0.27630442 0.3216993
2449135 1 0.01816333 0.01745986 0.025758406
2467416 1 0.5735543 0.42263442 0.47756797
2475384 1 0.015480528 0.014899228 0.022437163
2478665 1 0.5055732 0.19647993 0.23190925
2546371 1 0.47611266 0.35545924 0.4081581
2546372 1 0.4158454 0.39976227 0.48815665
2562359 1 0.40880382 0.20800753 0.2795829
2575197 1 0.46573165 0.24363537 0.2877059
2644320 1 0.6373278 0.38609862 0.467299
2659845 1 0.48491472 0.3476774 0.3620996
2726470 1 0.4052178 0.28557646 0.33255318
2736155 1 0.5823003 0.25451663 0.2992961
2740171 1 0.50401103 0.36462706 0.4133822
2821651 2 0.23660763 0.22210301 0.23110513
2998004 2 0.17610994 0.1451339 0.20840165
2998026 2 0.60674673 0.1553168 0.2312728
3015229 1 0.15155645 0.14171639 0.14746034
3015272 1 0.26084876 0.22092105 0.22980914
3015275 2 0.2131396 0.20047392 0.24700537
3015359 2 0.46161598 0.20140071 0.23760891
3015535 2 0.37132967 0.20846568 0.24994682
3015536 1 0.092820466 0.08624853 0.089826256
3015668 2 0.32168522 0.15044071 0.15668121
3015684 1 0.3472923 0.29837063 0.31039223
3015692 1 0.345699 0.3251644 0.37755778
3015793 2 0.38758823 0.15675168 0.21724156
3015967 1 0.2854024 0.18724553 0.19477877
3016470 2 0.18189077 0.17506069 0.18189077
3016484 1 0.37855202 0.23832054 0.2479086
3016825 2 0.37890074 0.18316042 0.1907582
3017973 2 0.6172555 0.14067397 0.14616244
3030794 2 0.3776568 0.22505729 0.23411177
3113179 1 0.62983286 0.3631228 0.37784067
3183543 1 0.46268272 0.29494798 0.34746438
3191386 2 0.3278598 0.16866441 0.17566085
3261406 2 0.30224827 0.1590411 0.16563837
3340973 1 0.5262218 0.40950868 0.42600808
3625558 2 0.54730034 0.25513855 0.3343296
3627155 2 0.11976941 0.111532874 0.11602662
3630710 2 0.5000243 0.2431835 0.28069547
3673574 2 0.14311731 0.13741702 0.14311731
3729989 2 0.1775321 0.1668921 0.19763882
3729991 2 0.20849715 0.19577365 0.20341186
3783786 2 0.29644388 0.19562255 0.20350431
3796724 1 0.31319615 0.21857978 0.26251745
3870869 2 0.20522247 0.1926988 0.22876018
3891987 2 0.16797003 0.15771845 0.19195342
