pmcid relevancy tfidf bm25 ib lmd lmj dfr
1201136 2 0.10731205 0.10731205 0.15785664 0.15785664 0.15785664 0.0
1236944 2 0.15249017 0.15249017 0.22520328 0.22506195 0.22520328 0.0
130966 2 0.0 0.0 0.0 0.0 0.0 0.0
1402267 2 0.117758825 0.117758825 0.17327641 0.17318423 0.17329162 0.0
1402280 1 0.1279452 0.1279452 0.18821298 0.18809338 0.18821298 0.0
1475887 2 0.08018351 0.08018351 0.117520556 0.117520556 0.117520556 0.0
155634 2 0.0 0.0 0.0 0.0 0.0 0.0
1559601 2 0.0 0.0 0.0 0.0 0.0 0.0
2072948 2 0.13319321 0.13321519 0.19327243 0.19316636 0.19327243 0.0
2267791 1 0.10046203 0.10041432 0.14725167 0.14737587 0.14725167 0.0
2270358 2 0.13446291 0.13446291 0.19689098 0.1967116 0.19689366 0.0
2275746 2 0.13235399 0.13235399 0.1959522 0.19556439 0.1959522 0.0
2315652 2 0.18254651 0.18254651 0.27072808 0.27098855 0.27098855 0.0
2429898 1 0.15829007 0.15829007 0.2330355 0.23301971 0.2330355 0.0
2438319 2 0.23294953 0.23294953 0.3432111 0.3432111 0.3432111 0.0
2490681 2 0.16064909 0.16064909 0.23630524 0.23630524 0.23630524 0.0
2494540 2 0.19725472 0.19725472 0.29201862 0.29198804 0.29198804 0.0
2503962 2 0.24028394 0.24014403 0.35160238 0.35187212 0.35160238 0.0
2553061 2 0.15085056 0.15085056 0.22178599 0.22178599 0.22178599 0.0
2599899 1 0.14932996 0.14932996 0.21953171 0.21953171 0.21953171 0.0
2602994 2 0.17717087 0.17717087 0.2615455 0.2616728 0.2615455 0.0
2635122 1 0.14619297 0.14619297 0.21497735 0.21487038 0.2149878 0.0
2646693 1 0.14129716 0.14129716 0.20771839 0.20752361 0.20773247 0.0
2653043 2 0.21148919 0.21148919 0.2949415 0.29449296 0.2949415 0.0
2668594 2 0.13136694 0.13136694 0.19341137 0.19343442 0.19343442 0.0
2672159 2 0.096740656 0.096748784 0.14248946 0.14244492 0.14248946 0.0
2672237 2 0.15426084 0.15426084 0.22700919 0.22693966 0.22708586 0.0
2672240 2 0.0 0.0 0.0 0.0 0.0 0.0
2672467 2 0.23324051 0.23324051 0.3448985 0.3448985 0.3448985 0.0
2729419 1 0.13692458 0.13692458 0.20173463 0.20165801 0.20173463 0.0
2737775 1 0.0 0.0 0.0 0.0 0.0 0.0
2752757 2 0.18255153 0.18255153 0.26928586 0.26928586 0.26928586 0.0
2758876 2 0.15850927 0.15850927 0.23254895 0.23262863 0.23262863 0.0
2778463 2 0.18273953 0.18273953 0.26970285 0.26964927 0.26964927 0.0
2799444 2 0.1700122 0.1700122 0.2500108 0.2500108 0.2500108 0.0
2801475 2 0.0 0.0 0.0 0.0 0.0 0.0
2832616 2 0.16082937 0.16082937 0.2366828 0.23666717 0.2366828 0.0
2845797 2 0.14881298 0.14881298 0.21984106 0.21984106 0.21984106 0.0
2922325 2 0.23513725 0.23513725 0.34589037 0.34686717 0.34686717 0.0
