pmcid relevancy tfidf bm25 ib lmd lmj dfr
1208937 2 0.10680608 0.10680608 0.15593989 0.15610199 0.155838 0.0
1784608 1 0.14197432 0.14197432 0.20865886 0.20866409 0.20825264 0.0
2449186 2 0.1078426 0.1078426 0.15810059 0.158354 0.15803055 0.0
2626783 2 0.12673825 0.12657346 0.18524148 0.18563792 0.18524148 0.0
2637889 1 0.05636027 0.05636027 0.081355646 0.081355646 0.081355646 0.0
2649930 2 0.1571124 0.1571124 0.2275032 0.2275032 0.2275032 0.0
2672226 2 0.07025155 0.07025155 0.101284504 0.10155137 0.101284504 0.0
2672247 1 0.11613004 0.11613004 0.16856156 0.16897169 0.16897169 0.0
2700241 2 0.16160925 0.16144639 0.23652323 0.23693536 0.23652323 0.0
2700671 1 0.08423715 0.08391081 0.12252098 0.12289909 0.12252098 0.0
2700683 2 0.18959327 0.18909816 0.27592933 0.2772379 0.27592933 0.0
2709639 1 0.09871893 0.09871893 0.14256 0.14280623 0.14280623 0.0
2713849 2 0.14696735 0.14696735 0.21442898 0.21457276 0.21457276 0.0
2718206 1 0.16488843 0.16489418 0.24010117 0.24054101 0.24010117 0.0
2726514 2 0.18897323 0.18906763 0.2752267 0.27577984 0.2752267 0.0
2726540 2 0.12667523 0.12681992 0.18482202 0.18502304 0.18482202 0.0
2729468 2 0.123880476 0.123880476 0.18025273 0.18034062 0.18004452 0.0
2737761 2 0.14848614 0.14848614 0.21380745 0.21380745 0.21380745 0.0
2737786 1 0.17008978 0.17008978 0.24910034 0.24932377 0.24932377 0.0
2740022 1 0.061811484 0.061811484 0.090295665 0.09033445 0.090320274 0.0
2766875 2 0.10804411 0.108167045 0.15809691 0.15817751 0.15809691 0.0
2766886 2 0.31740487 0.31740487 0.46501732 0.46549648 0.46549648 0.0
2766898 2 0.25284332 0.25284332 0.36822426 0.36936486 0.36936486 0.0
2767137 2 0.25753292 0.25753292 0.37535802 0.37560242 0.37560242 0.0
2769446 2 0.14225215 0.14225215 0.20757115 0.20766224 0.20757115 0.0
2778945 2 0.123051204 0.1231915 0.17767671 0.17747277 0.17767671 0.0
2782171 1 0.11754463 0.11754463 0.17165424 0.17163806 0.17165424 0.0
2782204 1 0.093303196 0.093303196 0.13441926 0.13441926 0.13441926 0.0
2791738 2 0.09509602 0.09510123 0.13914786 0.13916574 0.13914786 0.0
2800936 2 0.21630584 0.21630584 0.31478882 0.31478882 0.31478882 0.0
2806401 2 0.19866104 0.19866104 0.29082656 0.29144797 0.2911311 0.0
2809077 2 0.18995649 0.18995649 0.27667895 0.27667895 0.27667895 0.0
2816301 2 0.1829032 0.1829032 0.26613042 0.26613042 0.26613042 0.0
2822794 1 0.11506952 0.11506952 0.16836593 0.16825616 0.16836593 0.0
2848680 1 0.077492416 0.07756804 0.1098551 0.109919615 0.1098551 0.0
2878686 1 0.13648 0.13648 0.20004082 0.20003015 0.20003015 0.0
2884455 2 0.5983064 0.5983064 0.87399423 0.87423944 0.87423944 0.0
2908674 2 0.35883835 0.35924196 0.5251727 0.5253638 0.5251727 0.0
2921813 2 0.15284805 0.15284805 0.22303312 0.22362496 0.22303312 0.0
2930290 1 0.17744261 0.17744261 0.25680733 0.25680733 0.25680733 0.0
2938513 1 0.18847929 0.18822426 0.27444172 0.27532184 0.27444172 0.0
2941598 2 0.20671533 0.20671533 0.30318516 0.30377427 0.3031814 0.0
2954974 2 0.04937699 0.04937699 0.070349626 0.07043334 0.07043334 0.0
2963121 2 0.19651386 0.19651386 0.28575104 0.28575104 0.28575104 0.0
