pmcid relevancy abstract body title
1184074 1 0.03152317 0.03137857 0.03152317
1282576 2 0.1153855 0.114889205 0.1153855
1310615 1 0.050936583 0.05072057 0.050936583
1431525 1 0.03260064 0.032451477 0.03260064
2135201 2 0.008890689 0.008852985 0.008890689
2268742 2 0.03631978 0.03616576 0.03631978
2656546 2 0.090733975 0.090317756 0.090733975
2710506 1 0.12540285 0.12482759 0.12540285
2731168 1 0.036174797 0.036010172 0.036174797
2732448 1 0.020463329 0.0203697 0.020463329
2742899 1 0.032235075 0.032096423 0.032235075
2745658 2 0.01658661 0.016515268 0.01658661
2781142 2 0.077457376 0.07710296 0.077457376
2797745 2 0.09336301 0.0929358 0.09336301
2803182 1 0.035989426 0.035836797 0.035989426
2815959 1 0.018574715 0.018495942 0.018574715
2846934 2 0.018638676 0.018553391 0.018638676
2874428 2 0.055352185 0.055098914 0.055352185
2958551 1 0.033764325 0.033609834 0.033764325
3071360 1 0.028949719 0.028816918 0.028949719
3135331 1 0.04050581 0.040331587 0.04050581
3170745 2 0.020714303 0.020619523 0.020714303
3283561 2 0.045702215 0.045492563 0.045702215
3289591 1 0.01917758 0.019089831 0.01917758
3294322 2 0.018803522 0.018722642 0.018803522
3298317 1 0.0146219125 0.01455902 0.0146219125
3320390 2 0.1985341 0.1976257 0.1985341
3347913 2 0.11564676 0.11511626 0.11564676
3367620 1 0.022104636 0.022003239 0.022104636
3374424 2 0.04128754 0.04109863 0.04128754
3410211 2 0.038060103 0.037885953 0.038060103
3424805 2 0.051978424 0.051739987 0.051978424
3519073 2 0.0969082 0.096491374 0.0969082
3614649 2 0.2089265 0.2079757 0.2089265
3642086 2 0.09533909 0.09493477 0.09533909
