pmcid relevancy abstract body title
1087494 2 0.08838863 0.08838863 0.08838863
1088011 2 0.116824456 0.116824456 0.116824456
1183226 2 0.054358967 0.054358967 0.054358967
1188051 2 0.101583704 0.101583704 0.101583704
1199611 2 0.10660606 0.10660606 0.10660606
1325049 2 0.08069908 0.08069908 0.08069908
1434505 2 0.19012876 0.19012876 0.19012876
1584230 2 0.1032171 0.1032171 0.1032171
1592154 2 0.08330598 0.08330598 0.08330598
161797 2 0.13158475 0.13158475 0.13158475
1664563 2 0.13583761 0.13583761 0.13583761
1716160 2 0.19129999 0.19129999 0.19129999
1940252 2 0.08913441 0.08913441 0.08913441
2031887 2 0.2653474 0.2653474 0.2653474
2089060 2 0.17308684 0.17308684 0.17308684
2254627 2 0.114206225 0.114206225 0.114206225
2270822 2 0.29461837 0.29461837 0.29461837
2494993 2 0.094983324 0.094983324 0.094983324
2515901 2 0.24454953 0.24454953 0.24454953
2542367 2 0.041721754 0.041721754 0.041721754
2656288 2 0.121842906 0.121842906 0.121842906
2656315 2 0.14071116 0.14071116 0.14071116
2656332 2 0.21410793 0.21410793 0.21410793
2656591 2 0.09233877 0.09233877 0.09233877
2671773 2 0.19086604 0.19086604 0.19086604
2749439 2 0.11570663 0.11570663 0.11570663
2767345 2 0.1104914 0.1104914 0.1104914
2768965 2 0.14853857 0.14853857 0.14853857
2778437 2 0.125956 0.125956 0.125956
2879869 2 0.02884144 0.02884144 0.02884144
2881943 2 0.17097197 0.17097197 0.17097197
2921140 2 0.22121742 0.22121742 0.22121742
2924526 2 0.100167416 0.100167416 0.100167416
2938294 2 0.10768809 0.10768809 0.10768809
2955942 2 0.02543692 0.02543692 0.02543692
2970879 2 0.10055653 0.10055653 0.10055653
2970950 2 0.19083774 0.19083774 0.19083774
2972415 2 0.046904005 0.046904005 0.046904005
3009622 2 0.0209236 0.0209236 0.0209236
3011203 2 0.07407617 0.07407617 0.07407617
3012558 2 0.19334874 0.19334874 0.19334874
3012908 2 0.11051956 0.11051956 0.11051956
3013171 2 0.108354956 0.108354956 0.108354956
3031940 2 0.0 0.0 0.0
3082809 2 0.04430946 0.04430946 0.04430946
3094285 2 0.114653215 0.114653215 0.114653215
3096313 2 0.25712362 0.25712362 0.25712362
3108260 2 0.13765179 0.13765179 0.13765179
3122543 2 0.20285311 0.20285311 0.20285311
3123271 2 0.072730646 0.072730646 0.072730646
3123969 2 0.2280884 0.2280884 0.2280884
3136248 2 0.03850809 0.03850809 0.03850809
3148928 2 0.1781746 0.1781746 0.1781746
3168079 2 0.1167913 0.1167913 0.1167913
3176902 2 0.0769247 0.0769247 0.0769247
3181562 2 0.11547255 0.11547255 0.11547255
3181740 2 0.15859832 0.15859832 0.15859832
3181745 2 0.19688189 0.19688189 0.19688189
3181767 2 0.14458041 0.14458041 0.14458041
3181770 2 0.25294402 0.25294402 0.25294402
3181772 2 0.08756152 0.08756152 0.08756152
3181773 2 0.038978584 0.038978584 0.038978584
3181775 2 0.10180083 0.10180083 0.10180083
3181779 2 0.06614919 0.06614919 0.06614919
3181867 2 0.13364065 0.13364065 0.13364065
3181869 2 0.15760757 0.15760757 0.15760757
3181871 2 0.20622057 0.20622057 0.20622057
3181872 2 0.1397146 0.1397146 0.1397146
3181876 2 0.18353818 0.18353818 0.18353818
3181882 2 0.08313422 0.08313422 0.08313422
3181883 2 0.0781556 0.0781556 0.0781556
3181885 2 0.15105838 0.15105838 0.15105838
3181887 2 0.049736295 0.049736295 0.049736295
3181888 2 0.056764625 0.056764625 0.056764625
3181971 2 0.053431552 0.053431552 0.053431552
3182389 2 0.07780794 0.07780794 0.07780794
3184501 2 0.085919686 0.085919686 0.085919686
3191598 2 0.095380984 0.095380984 0.095380984
3195148 2 0.12910986 0.12910986 0.12910986
3195149 2 0.1659499 0.1659499 0.1659499
3205688 2 0.12269389 0.12269389 0.12269389
3210897 2 0.09850289 0.09850289 0.09850289
3235113 2 0.03950083 0.03950083 0.03950083
3235659 2 0.056100953 0.056100953 0.056100953
3324881 2 0.14985426 0.14985426 0.14985426
3372558 2 0.07343602 0.07343602 0.07343602
3373552 2 0.18632692 0.18632692 0.18632692
3375088 2 0.21330272 0.21330272 0.21330272
3405392 2 0.30151764 0.30151764 0.30151764
3405397 2 0.08169704 0.08169704 0.08169704
3461647 2 0.18698515 0.18698515 0.18698515
3553333 2 0.07740893 0.07740893 0.07740893
3557457 2 0.17711027 0.17711027 0.17711027
3560182 2 0.15536986 0.15536986 0.15536986
3568739 2 0.14555909 0.14555909 0.14555909
3605789 2 0.11620314 0.11620314 0.11620314
3627470 2 0.15888825 0.15888825 0.15888825
3686769 2 0.12302253 0.12302253 0.12302253
3694900 2 0.11905985 0.11905985 0.11905985
3760296 2 0.114491075 0.114491075 0.114491075
3760618 2 0.102099374 0.102099374 0.102099374
3878174 2 0.3306495 0.3306495 0.3306495
