pmcid relevancy abstract body title
1216331 1 0.13486539 0.12454206 0.13486539
1252727 1 0.14610383 0.13492025 0.14610383
1298325 1 0.057632133 0.053046208 0.057632133
1316067 2 0.115059644 0.10645914 0.115059644
1459868 2 0.19320005 0.17856832 0.19320005
1513597 1 0.1681168 0.15524822 0.1681168
151666 2 0.14446668 0.13340843 0.14446668
1559621 2 0.08782997 0.08084112 0.08782997
1563447 1 0.11510136 0.10649776 0.11510136
1578577 1 0.09489525 0.08763146 0.09489525
1693557 2 0.054619566 0.050680254 0.054619566
1764752 1 0.06353837 0.05895581 0.06353837
1794627 1 0.11627035 0.107884616 0.11627035
1868710 1 0.09540322 0.088272005 0.09540322
1906781 1 0.111731716 0.10337998 0.111731716
2187197 1 0.017902095 0.016477581 0.017902095
2246031 2 0.10622089 0.09855996 0.10622089
2263063 1 0.09614286 0.08886162 0.09614286
2366066 2 0.2071241 0.19126971 0.2071241
2408940 2 0.11977488 0.110606655 0.11977488
2442427 1 0.19486038 0.18010291 0.19486038
2496988 1 0.14528497 0.13416407 0.14528497
2526366 2 0.18928231 0.17513381 0.18928231
2547099 2 0.27801275 0.25695786 0.27801275
2576332 2 0.09999275 0.09278101 0.09999275
2581654 1 0.12864512 0.118408516 0.12864512
2581659 1 0.16309379 0.15011603 0.16309379
2607544 2 0.04295458 0.039536577 0.04295458
2638813 2 0.2802725 0.25932267 0.2802725
2639208 2 0.17536849 0.16226001 0.17536849
2646658 1 0.13202395 0.12191812 0.13202395
2661898 1 0.13509634 0.1243464 0.13509634
2663463 2 0.16758417 0.15549755 0.16758417
2668559 2 0.23625307 0.21836077 0.23625307
2672014 2 0.079227686 0.07316317 0.079227686
2672188 2 0.23834744 0.22053142 0.23834744
2677798 2 0.16877936 0.15660654 0.16877936
2677799 1 0.150976 0.13896248 0.150976
2683939 1 0.08526096 0.07873462 0.08526096
2686868 2 0.27351087 0.25257486 0.27351087
2686928 1 0.24059564 0.22145085 0.24059564
2690857 2 0.17250343 0.15929909 0.17250343
2702832 1 0.16142304 0.14857821 0.16142304
2705504 1 0.17285316 0.1599327 0.17285316
2706416 1 0.07797513 0.07177046 0.07797513
2714061 2 0.13254099 0.12250318 0.13254099
2718120 2 0.18513177 0.17040038 0.18513177
2749045 1 0.15618333 0.14450893 0.15618333
2759336 2 0.113697834 0.10499479 0.113697834
2759338 2 0.09398101 0.086502716 0.09398101
2760719 1 0.14943041 0.13865308 0.14943041
2769430 1 0.11724192 0.1084783 0.11724192
2773124 2 0.082483165 0.07591978 0.082483165
2806537 2 0.15429737 0.14316905 0.15429737
2808512 1 0.08718758 0.08067047 0.08718758
2811971 1 0.17631474 0.16313554 0.17631474
2811980 2 0.38154948 0.3540311 0.38154948
2844408 1 0.24463478 0.22634879 0.24463478
2851297 1 0.078926064 0.072645724 0.078926064
2854356 2 0.2538406 0.23486648 0.2538406
2854938 2 0.2031697 0.18798314 0.2031697
2857279 1 0.213326 0.19699687 0.213326
2860358 1 0.124719 0.11539649 0.124719
2864151 2 0.15106726 0.13904646 0.15106726
2890893 2 0.10087115 0.093331225 0.10087115
2915796 1 0.08663779 0.080076404 0.08663779
2938459 1 0.05902863 0.05451025 0.05902863
2944799 1 0.23101068 0.21262859 0.23101068
2949589 2 0.21854082 0.20277908 0.21854082
2987858 2 0.2030716 0.18769227 0.2030716
2987955 1 0.1411732 0.13062076 0.1411732
3015177 2 0.06432573 0.059686385 0.06432573
3015204 1 0.123939216 0.11500038 0.123939216
3022870 1 0.13413136 0.12345819 0.13413136
3026935 2 0.22213164 0.20445608 0.22213164
3038529 1 0.0 0.0 0.0
3038533 1 0.17166936 0.15883741 0.17166936
3039161 2 0.20768358 0.19115768 0.20768358
3039162 1 0.04742022 0.043828916 0.04742022
3039167 1 0.17145152 0.15846689 0.17145152
3041901 1 0.14725542 0.13663498 0.14725542
3074332 1 0.21014012 0.19498427 0.21014012
3087163 1 0.0 0.0 0.0
3087473 1 0.15369208 0.14192766 0.15369208
3087487 2 0.12110266 0.11146622 0.12110266
3087508 1 0.16899547 0.15619682 0.16899547
3100676 1 0.22412278 0.20628877 0.22412278
3104685 2 0.1285259 0.11829878 0.1285259
3109410 1 0.12217443 0.11292173 0.12217443
3139171 1 0.13939591 0.12883897 0.13939591
3151599 1 0.0 0.0 0.0
3160011 2 0.19304132 0.17911866 0.19304132
3169556 2 0.03609689 0.033493485 0.03609689
3171359 1 0.14893594 0.1381943 0.14893594
3177789 1 0.25467739 0.23538977 0.25467739
3178148 1 0.22546127 0.20838629 0.22546127
3181713 2 0.05333498 0.04925243 0.05333498
3181814 1 0.07171163 0.066222444 0.07171163
3181816 1 0.05091482 0.046863403 0.05091482
3181848 2 0.09823904 0.09079905 0.09823904
3181915 2 0.19239238 0.1776656 0.19239238
3181918 1 0.15282388 0.14124998 0.15282388
3189782 2 0.04478861 0.041558336 0.04478861
3224521 1 0.113543294 0.10535426 0.113543294
3235940 1 0.12823284 0.118417196 0.12823284
3238497 2 0.19517289 0.18039176 0.19517289
3243637 1 0.18866429 0.17456199 0.18866429
3265806 1 0.17466581 0.16143775 0.17466581
3269050 2 0.06676953 0.061712835 0.06676953
3286330 1 0.1747252 0.16135079 0.1747252
3286335 1 0.16333507 0.15083252 0.16333507
3292568 2 0.04977397 0.046004407 0.04977397
3296552 2 0.1530689 0.14088883 0.1530689
3308020 1 0.18533874 0.17148502 0.18533874
3308023 1 0.20083977 0.18485844 0.20083977
3310634 1 0.22509396 0.20786405 0.22509396
3311149 1 0.27524605 0.25417724 0.27524605
3325431 1 0.08025624 0.074113 0.08025624
3330267 1 0.14273089 0.13192137 0.14273089
3336236 1 0.1491338 0.1377183 0.1491338
3340342 2 0.048785087 0.044903137 0.048785087
3340570 2 0.21174589 0.19489674 0.21174589
3347756 1 0.13668495 0.126468 0.13668495
3359427 1 0.22286737 0.20620845 0.22286737
3389871 1 0.21524395 0.19811645 0.21524395
3389956 2 0.0 0.0 0.0
3405324 1 0.101946674 0.09383452 0.101946674
3410003 2 0.1185006 0.10964289 0.1185006
3414089 1 0.21399502 0.19696692 0.21399502
3420744 1 0.14563036 0.13512711 0.14563036
3422616 1 0.20290095 0.18773445 0.20290095
3423946 1 0.08327862 0.07665194 0.08327862
3430626 1 0.26905465 0.24894333 0.26905465
3433364 1 0.016901122 0.015621141 0.016901122
3457973 1 0.1826166 0.16896635 0.1826166
3463813 1 0.16669676 0.15393688 0.16669676
3463884 1 0.12794971 0.117768444 0.12794971
3470713 1 0.062060863 0.05758487 0.062060863
3486423 1 0.18405057 0.16996233 0.18405057
3489883 1 0.12757085 0.11780589 0.12757085
3492138 1 0.06075821 0.056216653 0.06075821
3500470 1 0.14313835 0.13218176 0.14313835
3505356 2 0.19275628 0.17885418 0.19275628
3506998 1 0.17199402 0.15958935 0.17199402
3514352 1 0.12679628 0.11765139 0.12679628
3514380 1 0.113489844 0.104894854 0.113489844
3517431 1 0.18382895 0.17008808 0.18382895
3521923 2 0.17377459 0.1599469 0.17377459
3527175 2 0.29658756 0.2744182 0.29658756
3527560 2 0.14580578 0.13420366 0.14580578
3545923 1 0.10659122 0.09810948 0.10659122
3551238 1 0.16473562 0.15212587 0.16473562
3568150 1 0.096185416 0.08899573 0.096185416
3573064 1 0.18958975 0.17523146 0.18958975
3578350 1 0.09656758 0.08925418 0.09656758
3586491 1 0.14562248 0.13403495 0.14562248
3597555 1 0.18234876 0.16919728 0.18234876
3610658 1 0.09247983 0.08556714 0.09247983
3617350 1 0.084548265 0.078145124 0.084548265
3622231 1 0.18282522 0.1688308 0.18282522
3655958 1 0.13769202 0.12715234 0.13769202
3657692 2 0.09261458 0.08560055 0.09261458
3664367 2 0.23331499 0.21474954 0.23331499
3690350 1 0.20790413 0.19136068 0.20790413
3693614 1 0.0 0.0 0.0
3708448 1 0.44384393 0.41183272 0.44384393
3718248 1 0.15597877 0.14431965 0.15597877
3735339 1 0.20296973 0.18681891 0.20296973
3745958 1 0.053055115 0.04883339 0.053055115
3776403 1 0.1981829 0.182413 0.1981829
3777767 1 0.19922912 0.18414079 0.19922912
3777773 1 0.13654086 0.12567596 0.13654086
3777834 1 0.24446099 0.22574863 0.24446099
3778250 1 0.17776729 0.16416003 0.17776729
3785512 1 0.1935266 0.17812718 0.1935266
3792504 1 0.087632 0.08131175 0.087632
3794958 1 0.1114609 0.10292908 0.1114609
3806583 1 0.2122672 0.19695795 0.2122672
3807715 1 0.23463108 0.2159609 0.23463108
3818844 1 0.2214454 0.20382443 0.2214454
3823986 1 0.102481194 0.09508997 0.102481194
3835463 2 0.1777686 0.16362311 0.1777686
3835584 1 0.16239716 0.15009823 0.16239716
3841621 1 0.11583663 0.107178055 0.11583663
3842089 1 0.18615668 0.17205836 0.18615668
3845517 1 0.14007926 0.12997638 0.14007926
3846886 1 0.21564415 0.19913755 0.21564415
3850907 1 0.14753962 0.13624614 0.14753962
3860086 1 0.16313134 0.1507768 0.16313134
