pmcid relevancy tfidf bm25 ib lmd lmj dfr
1037001 1 0.0057024285 0.0057024285 0.008040813 0.008047113 0.008040813 0.0
1079864 1 0.086208165 0.086208165 0.12193837 0.12195105 0.12191784 0.0
1166571 1 0.1126785 0.1126785 0.15923753 0.15918593 0.15923753 0.0
1175853 1 0.10774547 0.10766744 0.15210368 0.15235451 0.15210368 0.0
1343576 2 0.17551845 0.17551845 0.24932267 0.24920942 0.24920942 0.0
1369002 1 0.15211533 0.1520306 0.21512116 0.2155392 0.21512116 0.0
1459474 1 0.09909853 0.09909853 0.14108327 0.14102475 0.14102475 0.0
1459877 1 0.12549897 0.12532642 0.17716959 0.17767645 0.17716959 0.0
149426 1 0.11883084 0.11883084 0.16926216 0.16927916 0.16927916 0.0
149427 1 0.1261234 0.1261234 0.17843916 0.17843916 0.17843916 0.0
1500968 2 0.10130348 0.10130348 0.14332937 0.14332937 0.14332937 0.0
150570 1 0.10509974 0.10509974 0.14862473 0.14862473 0.14862473 0.0
153495 1 0.082182616 0.08208966 0.11597956 0.11624153 0.11597956 0.0
153533 1 0.095751315 0.095751315 0.13548274 0.13554685 0.13550685 0.0
1550576 1 0.12280313 0.12280313 0.17357254 0.17357254 0.17357254 0.0
1559691 1 0.1361982 0.1360439 0.19236015 0.19289877 0.19236015 0.0
1566656 1 0.07013484 0.07013484 0.09911806 0.09909303 0.09911806 0.0
1624823 1 0.12851126 0.12851126 0.18190435 0.18197188 0.18188672 0.0
1629026 1 0.1747034 0.17453194 0.24635476 0.24676181 0.24635476 0.0
1636720 1 0.1111712 0.1111712 0.15725476 0.15725476 0.15725476 0.0
1781572 1 0.15959983 0.15959983 0.22605896 0.22625472 0.226086 0.0
1794136 2 0.09771091 0.09771091 0.13818584 0.13818584 0.13818584 0.0
1802740 2 0.14855938 0.14855938 0.2099852 0.20998135 0.2099852 0.0
1824726 2 0.0748118 0.0748118 0.10589232 0.10594068 0.1058855 0.0
1852090 1 0.14758691 0.14750823 0.20856096 0.20883682 0.20856096 0.0
1904360 1 0.0850104 0.08493454 0.11996894 0.12013284 0.11996894 0.0
1947954 2 0.11119912 0.11122834 0.15726247 0.15711504 0.15726247 0.0
1994045 1 0.1580268 0.1580268 0.22493567 0.22491428 0.22491428 0.0
2007982 1 0.0071400288 0.0071400288 0.010206072 0.010195673 0.010195673 0.0
2096713 1 0.10826126 0.10826126 0.1532143 0.1532143 0.1532143 0.0
2118050 1 0.11316752 0.11316752 0.16015685 0.16015685 0.16015685 0.0
2124710 1 0.116812706 0.116812706 0.16498148 0.1649916 0.16498148 0.0
2174471 1 0.14732598 0.14732598 0.2095653 0.20949683 0.20949683 0.0
2211778 1 0.1113029 0.1113029 0.15859595 0.15872985 0.15872985 0.0
2238766 1 0.079748556 0.07967463 0.11268298 0.11294397 0.11268298 0.0
2292424 1 0.087586924 0.087586924 0.12386484 0.12386484 0.12386484 0.0
2326726 2 0.08330353 0.08330353 0.11782113 0.1178295 0.11780118 0.0
2350146 1 0.14032258 0.14032258 0.1993061 0.19927727 0.19927727 0.0
2384340 1 0.013678517 0.013678517 0.019377641 0.019383792 0.019377641 0.0
2384782 1 0.012283262 0.012283262 0.017398138 0.017402692 0.017398138 0.0
2385047 1 0.013454147 0.013454147 0.019107724 0.019080855 0.019080855 0.0
2385662 2 0.019558046 0.019558046 0.027702723 0.02765481 0.02765481 0.0
2385853 2 0.034464043 0.0343277 0.048504446 0.048972294 0.048504446 0.0
2448507 2 0.026698086 0.026698086 0.037666228 0.037684876 0.037666228 0.0
2448541 2 0.008420387 0.008420387 0.011912541 0.011912541 0.011912541 0.0
2448802 1 0.025860494 0.025860494 0.036738478 0.036691662 0.036691662 0.0
2453658 1 0.12991738 0.12991738 0.18363294 0.18363294 0.18363294 0.0
2453666 1 0.10188607 0.10188607 0.14517316 0.14511721 0.14511721 0.0
2478847 1 0.014651524 0.014651524 0.020942664 0.020923924 0.020923924 0.0
2479703 1 0.01507211 0.01507211 0.021376207 0.021410324 0.021385109 0.0
2515409 2 0.105794825 0.105794825 0.15018183 0.15016477 0.15016477 0.0
2515417 1 0.1558164 0.1557191 0.22030686 0.22062527 0.22030686 0.0
2515428 1 0.120463185 0.120463185 0.17142086 0.17137389 0.17137389 0.0
2518347 1 0.08659918 0.08659918 0.12252497 0.12256686 0.122518316 0.0
2546468 1 0.119376875 0.119376875 0.16874625 0.16876248 0.16886544 0.0
2613580 1 0.04885235 0.04885235 0.06895927 0.068959646 0.06895927 0.0
2627528 1 0.110860184 0.110860184 0.15646075 0.1564576 0.1568259 0.0
2646042 2 0.106129915 0.106129915 0.15015674 0.15018551 0.15012652 0.0
2685239 2 0.16544923 0.16527602 0.23375748 0.23442782 0.23375748 0.0
2686636 1 0.16184685 0.16176033 0.2287732 0.22905962 0.2287732 0.0
2723667 2 0.17821665 0.17821665 0.25222734 0.25243255 0.2524231 0.0
2729726 1 0.11720215 0.11720215 0.16706526 0.16708148 0.16708148 0.0
2740343 1 0.12161719 0.121631786 0.17205313 0.17207316 0.17205313 0.0
2758596 2 0.13225834 0.13225834 0.18711205 0.18711205 0.18711205 0.0
2764564 1 0.12903398 0.1288537 0.18214412 0.18266152 0.18214412 0.0
2774628 2 0.15045658 0.15045658 0.21267532 0.21267837 0.21267532 0.0
2832020 1 0.12784955 0.12777036 0.18069047 0.18089132 0.18069047 0.0
2899806 1 0.17036214 0.17036214 0.24074788 0.24075454 0.24074788 0.0
2905609 1 0.10153867 0.10153867 0.14358555 0.14358555 0.14358555 0.0
2906445 1 0.12590669 0.12580633 0.17795283 0.17830573 0.17795283 0.0
2940872 2 0.15997003 0.15997003 0.22718003 0.22710516 0.22710516 0.0
2941781 2 0.15595955 0.15595955 0.2217196 0.22169708 0.22169708 0.0
2946585 2 0.14233361 0.1422707 0.2013566 0.20149823 0.2013566 0.0
2963920 2 0.14065336 0.14065336 0.19970994 0.1996635 0.1996635 0.0
2972490 2 0.14246435 0.14246435 0.20224805 0.20217858 0.20217858 0.0
2984455 2 0.15618984 0.15618984 0.22067848 0.2206871 0.22067848 0.0
2998520 1 0.11677755 0.11677755 0.16518402 0.16528958 0.16532196 0.0
3003149 1 0.13852446 0.13852446 0.19602132 0.19602132 0.19602132 0.0
3006050 1 0.17566676 0.17566676 0.25002876 0.2499727 0.2499727 0.0
3010891 1 0.08022028 0.08022028 0.11348622 0.11348622 0.11348622 0.0
3021110 1 0.18062918 0.18062918 0.25581476 0.25581476 0.25581476 0.0
3047965 1 0.16233 0.16233 0.23071423 0.23067576 0.23067576 0.0
3047971 2 0.1533801 0.1533801 0.21698244 0.21698244 0.21698244 0.0
3047985 1 0.12740377 0.12732092 0.18009175 0.18030618 0.18009175 0.0
3047986 1 0.18119995 0.18119995 0.25608057 0.25613165 0.25643256 0.0
3052714 2 0.2047188 0.2047188 0.28945288 0.2894569 0.28966862 0.0
3080564 1 0.15967576 0.15967576 0.22570977 0.22568272 0.22570977 0.0
3081358 1 0.12984811 0.12984811 0.18344274 0.18341771 0.18344274 0.0
3081469 1 0.16826871 0.16804197 0.23775 0.23827805 0.23775 0.0
3097146 2 0.108604394 0.108604394 0.15350871 0.15346758 0.15350871 0.0
3103558 1 0.096889354 0.096889354 0.13772273 0.13766378 0.13766378 0.0
3108514 2 0.10102356 0.10102356 0.14294036 0.14294036 0.14294036 0.0
3114322 2 0.1740178 0.1740178 0.24724604 0.24719252 0.24719252 0.0
3116297 1 0.097715445 0.0977238 0.1381585 0.13814571 0.1381585 0.0
3122893 1 0.15304759 0.15304759 0.21661773 0.21661773 0.21661773 0.0
3122895 1 0.10992639 0.10983998 0.15541466 0.1556492 0.15541466 0.0
3122899 1 0.11216737 0.11216737 0.15925625 0.15922587 0.15922587 0.0
3124298 1 0.13859586 0.13859586 0.1961009 0.1961009 0.1961009 0.0
3138102 1 0.12448859 0.12441211 0.17604592 0.17630367 0.17604592 0.0
3142033 1 0.13629332 0.13608244 0.19242863 0.19316217 0.19242863 0.0
3142036 1 0.042643514 0.042643514 0.0603052 0.0603052 0.0603052 0.0
