pmcid relevancy tfidf bm25 ib lmd lmj dfr
1097737 1 0.08870002 0.08870002 0.12930325 0.12930325 0.12930325 0.0
1236946 1 0.096157074 0.096169494 0.13959022 0.13960452 0.13959022 0.0
1277006 1 0.06831249 0.06831249 0.09938968 0.099360496 0.09938968 0.0
128832 1 0.033430576 0.033430576 0.048002556 0.048002556 0.048002556 0.0
137370 1 0.0 0.0 0.0 0.0 0.0 0.0
1379647 1 0.046101905 0.046101905 0.066816695 0.066816695 0.066816695 0.0
1382265 1 0.09814026 0.09814026 0.14335963 0.14335963 0.14335963 0.0
1402327 1 0.061632015 0.061632015 0.090753816 0.090750985 0.090750985 0.0
1434765 1 0.082039624 0.082039624 0.11961997 0.11918205 0.119124785 0.0
1471781 1 0.11492002 0.11492002 0.16687228 0.16660975 0.16662937 0.0
1472097 1 0.127104 0.127104 0.18592261 0.18592261 0.18592261 0.0
1475565 1 0.10107568 0.10107568 0.149781 0.149781 0.149781 0.0
1513525 1 0.093288526 0.093288526 0.13742203 0.13741675 0.13742203 0.0
1522014 1 0.11514158 0.11514158 0.16933006 0.16939294 0.16933006 0.0
1557854 1 0.1485566 0.14855047 0.2164107 0.21629134 0.2164107 0.0
1794449 1 0.08415011 0.08413679 0.12335657 0.12339525 0.12335657 0.0
183864 1 0.075131744 0.075131744 0.110579416 0.11033499 0.11030052 0.0
2063499 1 0.12678829 0.12678829 0.18463778 0.18472444 0.18463778 0.0
2248586 1 0.039954018 0.039954018 0.05754369 0.05754485 0.05754485 0.0
2291314 1 0.06287537 0.06287537 0.09240297 0.092381865 0.092381865 0.0
2385343 1 0.004601551 0.004601551 0.00686267 0.0068652937 0.00686267 0.0
2385744 2 0.0 0.0 0.0 0.0 0.0 0.0
2390579 1 0.11407813 0.11407813 0.16654995 0.16615333 0.16609678 0.0
2426706 1 0.11236095 0.11236095 0.16364461 0.16364461 0.16364461 0.0
2474850 1 0.06995423 0.06995423 0.10227334 0.1021896 0.10227334 0.0
2496697 1 0.11976569 0.11976569 0.1756916 0.17578915 0.17578915 0.0
2518380 2 0.07149147 0.07149147 0.10405944 0.10366293 0.10362442 0.0
2559826 1 0.09208791 0.092092685 0.13321325 0.13328518 0.13321325 0.0
