pmcid relevancy abstract body title
1097737 1 0.08943412 0.08870002 0.08943412
1236946 1 0.09697527 0.096169494 0.09697527
1277006 1 0.06886711 0.06831249 0.06886711
128832 1 0.033707257 0.033430576 0.033707257
137370 1 0.0 0.0 0.0
1379647 1 0.04648346 0.046101905 0.04648346
1382265 1 0.098952495 0.09814026 0.098952495
1402327 1 0.06213823 0.061632015 0.06213823
1434765 1 0.08269814 0.082039624 0.08269814
1471781 1 0.11584245 0.11492002 0.11584245
1472097 1 0.12815596 0.127104 0.12815596
1475565 1 0.101912215 0.10107568 0.101912215
1513525 1 0.09404592 0.093288526 0.09404592
1522014 1 0.11607638 0.11514158 0.11607638
1557854 1 0.14979511 0.14855047 0.14979511
1794449 1 0.08484174 0.08413679 0.08484174
183864 1 0.07573481 0.075131744 0.07573481
2063499 1 0.12781766 0.12678829 0.12781766
2248586 1 0.040282182 0.039954018 0.040282182
2291314 1 0.0633918 0.06287537 0.0633918
2385343 1 0.0046389103 0.004601551 0.0046389103
2385744 2 0.0 0.0 0.0
2390579 1 0.11499381 0.11407813 0.11499381
2426706 1 0.113290876 0.11236095 0.113290876
2474850 1 0.070522174 0.06995423 0.070522174
2496697 1 0.12074938 0.11976569 0.12074938
2518380 2 0.072065316 0.07149147 0.072065316
2559826 1 0.092864305 0.092092685 0.092864305
2585577 1 0.06777184 0.06721973 0.06777184
2627525 1 0.10648207 0.10560802 0.10648207
2631053 1 0.07034367 0.06977061 0.07034367
2648945 1 0.10312518 0.10228506 0.10312518
2677268 1 0.05210091 0.05168604 0.05210091
2687896 1 0.09421103 0.09343771 0.09421103
2698060 1 0.056854673 0.056391504 0.056854673
2767133 1 0.08865683 0.08792017 0.08865683
2769363 1 0.1091788 0.10830942 0.1091788
2772260 1 0.062843464 0.06234305 0.062843464
2775026 1 0.09689266 0.09609733 0.09689266
2780634 1 0.07025399 0.06968167 0.07025399
2783048 1 0.084367916 0.08367539 0.084367916
2783161 1 0.08588002 0.08519617 0.08588002
2803848 1 0.1487039 0.1474683 0.1487039
2805656 1 0.13168593 0.1306254 0.13168593
2822147 1 0.057864945 0.057404175 0.057864945
2822791 1 0.07876566 0.078123994 0.07876566
2823148 1 0.108147666 0.107266635 0.108147666
2828440 2 0.12040018 0.119411886 0.12040018
2831203 1 0.14707766 0.1458704 0.14707766
2831909 1 0.08125446 0.08060008 0.08125446
2838368 2 0.08312037 0.082443215 0.08312037
2857829 1 0.078222655 0.07758058 0.078222655
2880803 1 0.10059704 0.09976117 0.10059704
2884448 1 0.10425997 0.10341061 0.10425997
2902496 1 0.09444911 0.09367384 0.09444911
2906932 1 0.0018404375 0.0018254443 0.0018404375
2908877 1 0.15404087 0.15281427 0.15404087
2909783 1 0.0 0.0 0.0
2923795 1 0.118215054 0.117244706 0.118215054
2935134 1 0.13319223 0.13208552 0.13319223
2940086 1 0.07208968 0.071502395 0.07208968
2984268 1 0.16351065 0.16215204 0.16351065
2994656 2 0.17986068 0.17841218 0.17986068
3021828 1 0.09752792 0.09674248 0.09752792
3031991 1 0.11851796 0.117574215 0.11851796
3036638 1 0.09628133 0.095491014 0.09628133
3038529 1 0.06883943 0.06829128 0.06883943
3047849 1 0.107028276 0.10614975 0.107028276
3063409 1 0.09496674 0.09419309 0.09496674
3083989 1 0.057183597 0.056708463 0.057183597
3087163 1 0.09952519 0.098714404 0.09952519
3087248 1 0.10709139 0.10622893 0.10709139
3089911 2 0.13258727 0.13149893 0.13258727
3093208 1 0.064146906 0.06362036 0.064146906
3099615 2 0.04779239 0.047411826 0.04779239
3106393 1 0.09464852 0.09387746 0.09464852
3113998 1 0.05973927 0.059248906 0.05973927
3114312 1 0.13289015 0.13183196 0.13289015
3114370 1 0.12304023 0.12204933 0.12304023
3130360 1 0.08475669 0.084060974 0.08475669
3130466 1 0.05066482 0.050248947 0.05066482
3137828 1 0.08279451 0.0821149 0.08279451
3145557 1 0.08430571 0.0836344 0.08430571
3150839 2 0.16018197 0.158851 0.16018197
3159366 1 0.11962023 0.11864573 0.11962023
3162713 1 0.0 0.0 0.0
317469 1 0.08315996 0.082482494 0.08315996
3176167 1 0.062267892 0.06175677 0.062267892
3181626 2 0.099274874 0.098484375 0.099274874
3194779 1 0.06387662 0.06334587 0.06387662
3214503 1 0.05855746 0.058070898 0.05855746
3220250 2 0.08081026 0.08014694 0.08081026
3246148 1 0.0702038 0.069627546 0.0702038
3273706 1 0.06740944 0.06684933 0.06740944
3282669 1 0.084589064 0.083915494 0.084589064
3290011 1 0.08711839 0.08642468 0.08711839
3290013 2 0.042171445 0.041825283 0.042171445
3298221 1 0.031591415 0.031332098 0.031591415
3299601 2 0.08324322 0.08255155 0.08324322
3310834 1 0.0907181 0.08998751 0.0907181
3326248 1 0.09469614 0.09391885 0.09469614
3349957 1 0.14006332 0.13894801 0.14006332
3385502 1 0.079437934 0.07880539 0.079437934
3389848 2 0.10225599 0.10142296 0.10225599
3389887 1 0.06974961 0.06917006 0.06974961
3389956 1 0.1296695 0.12861313 0.1296695
3390892 1 0.05052586 0.050123528 0.05052586
3400886 1 0.17725354 0.1758421 0.17725354
3401656 1 0.039739173 0.03942273 0.039739173
3410014 1 0.06745079 0.066907585 0.06745079
3431062 1 0.08136568 0.080702834 0.08136568
3433121 1 0.109710075 0.10881631 0.109710075
3439771 1 0.08554097 0.0848302 0.08554097
3443736 1 0.12823449 0.12720177 0.12823449
3459527 1 0.12001661 0.11901938 0.12001661
3527238 1 0.080395974 0.079736054 0.080395974
3531955 2 0.062814936 0.06229933 0.062814936
3536037 2 0.06241833 0.061905976 0.06241833
3536615 1 0.08587196 0.085172385 0.08587196
3542555 1 0.08988666 0.089139774 0.08988666
3542921 1 0.09314213 0.09237759 0.09314213
3542922 1 0.07931413 0.07866798 0.07931413
3544320 1 0.10593396 0.10508083 0.10593396
3546438 1 0.081851274 0.081199504 0.081851274
3548361 1 0.16382365 0.16247891 0.16382365
3555219 1 0.07524663 0.07464065 0.07524663
3559119 1 0.063443154 0.06293797 0.063443154
3573792 1 0.09869981 0.097904935 0.09869981
3586697 1 0.06952308 0.068945415 0.06952308
3599144 1 0.07412598 0.073522106 0.07412598
3601985 1 0.118969895 0.11801177 0.118969895
3638278 1 0.050313048 0.04991241 0.050313048
3641437 1 0.1261928 0.12515695 0.1261928
3642585 1 0.027145267 0.026926655 0.027145267
3658250 1 0.0713788 0.0707973 0.0713788
3667461 1 0.07969422 0.07903203 0.07969422
3690066 1 0.12511776 0.12409076 0.12511776
3693614 1 0.14415357 0.1430057 0.14415357
3700939 1 0.113019586 0.11210938 0.113019586
3704936 1 0.10596012 0.10510678 0.10596012
3714092 1 0.07043667 0.06987579 0.07043667
3724297 1 0.08747614 0.0867493 0.08747614
3734736 1 0.13606282 0.13496704 0.13606282
3745928 1 0.13166563 0.13060527 0.13166563
3777757 1 0.13037144 0.12930934 0.13037144
3809434 2 0.12101068 0.12001737 0.12101068
3813813 1 0.100799456 0.099996805 0.100799456
3815017 1 0.0720567 0.0714764 0.0720567
3821435 1 0.105475634 0.10459923 0.105475634
3836928 1 0.10830846 0.10744601 0.10830846
3841600 1 0.114167996 0.1132589 0.114167996
3845239 1 0.08036973 0.07972976 0.08036973
3860675 1 0.038267042 0.03795886 0.038267042
3866778 2 0.05045035 0.050048623 0.05045035
3869913 1 0.11067571 0.109784395 0.11067571
3877750 2 0.11287304 0.111935176 0.11287304
3878578 1 0.1037244 0.10287299 0.1037244
