pmcid relevancy abstract body title
1459264 1 0.49356523 0.099450745 0.10344469
1459268 1 0.13842596 0.111734554 0.116172895
1523371 1 0.0 0.0 0.0
153522 2 0.11974719 0.09185237 0.14286701
1570451 2 0.13005216 0.12129316 0.1261112
1586188 1 0.25129557 0.1683983 0.17519927
1636036 1 0.16470337 0.15331754 0.15939035
1687187 2 0.0 0.0 0.0
1751015 1 0.12071026 0.11288869 0.11744782
1805426 1 0.3073644 0.13515557 0.15785925
1891108 1 0.29623997 0.12350582 0.12860891
1936994 2 0.591513 0.2151859 0.25254157
1976317 1 0.22896259 0.08071188 0.083908826
2116997 2 0.4224072 0.11736622 0.12210619
2202780 2 0.14191073 0.13284132 0.13817623
2222677 1 0.0 0.0 0.0
2245957 1 0.77506566 0.33131975 0.45080447
2254639 2 0.33445507 0.29122332 0.3029847
2258295 2 0.22835533 0.21431154 0.2229183
2266718 1 0.42656717 0.22119121 0.2299774
2311282 2 0.48232654 0.15093821 0.18472444
2423870 2 0.16188577 0.072326295 0.075199254
2448938 1 0.0007183915 0.00068988634 0.0007183915
2536181 1 0.45838985 0.2756346 0.28655228
2546374 2 0.15810981 0.12138063 0.1521998
2553050 2 0.25194997 0.21192423 0.25087458
2584009 1 0.21795972 0.14810833 0.17990611
2588821 1 0.018117366 0.0174252 0.018117366
2628097 2 0.8104689 0.42941275 0.48385674
2637899 2 0.5432055 0.2308548 0.24002482
2656964 2 0.48296425 0.16717629 0.20616595
2656981 1 0.14486262 0.13537154 0.16465895
2667168 2 0.0 0.0 0.0
2700595 1 0.0 0.0 0.0
2702886 1 0.48090953 0.28552902 0.33111587
2726548 1 0.80500156 0.2635125 0.30704004
2740038 1 0.24362123 0.16137175 0.19318628
2740109 1 0.0 0.0 0.0
2749011 1 0.23001128 0.21621667 0.22489992
2769322 2 0.30818126 0.17995462 0.21170299
2805600 1 0.3082682 0.17598818 0.18297881
2822176 2 0.0 0.0 0.0
2823150 2 0.36091632 0.16345398 0.19861022
2829468 1 0.5561882 0.1775111 0.18468009
2835690 2 0.19988398 0.18797533 0.19544211
2846859 1 0.47984916 0.21572803 0.22444044
2869440 1 0.3960453 0.1138642 0.14031133
2884449 2 0.27909863 0.172345 0.1792664
2892435 1 0.40535972 0.2830296 0.36155078
2902452 2 0.35139683 0.14620493 0.15199603
2903521 2 0.25601512 0.13424613 0.139793
2918628 2 0.21490762 0.13453357 0.18606526
2924549 1 0.3020281 0.23383127 0.24311954
2933699 1 0.12378456 0.06571983 0.068374
2936927 2 0.458879 0.16827448 0.2006982
2938506 2 0.18284543 0.1465522 0.17561112
2966580 1 0.24128917 0.22705044 0.23604375
2972610 2 0.15654534 0.11933443 0.12426517
2977075 2 0.0 0.0 0.0
2984407 1 0.26143202 0.2461554 0.25609666
3004513 1 0.19099256 0.17886168 0.21332519
3015287 2 0.37775362 0.27004686 0.28074324
3015509 2 0.44607848 0.25539634 0.2655124
3015846 2 0.55219734 0.28320453 0.29490614
3016817 1 0.3341132 0.13994017 0.17420024
3022694 2 0.17512172 0.135985 0.16456993
3043450 2 0.61921257 0.41377765 0.43087435
3047893 1 0.18999729 0.17722023 0.18423979
3075161 1 0.47294557 0.14872281 0.17985064
3088392 2 0.38406458 0.18619 0.22539508
3097568 2 0.24765539 0.22181852 0.26185194
3099062 1 0.16740905 0.1396036 0.17010273
3101356 2 0.09787037 0.09132425 0.114943385
3108289 1 0.2571458 0.22922212 0.23830144
3113185 1 0.32199293 0.16975129 0.22998442
3121590 2 0.28049082 0.23902054 0.24851495
3123199 2 0.44471493 0.21746552 0.25298417
3123852 1 0.3035703 0.26126808 0.27161673
3127318 1 0.24104631 0.14582035 0.1777436
3129103 1 0.18164362 0.12983963 0.13498247
3145093 2 0.27546293 0.15993904 0.16639833
3160360 2 0.37638706 0.104068905 0.13002822
3161023 2 0.32971674 0.17779408 0.18483639
3170312 1 0.3090977 0.14758596 0.17772974
3180596 1 0.25083014 0.13094483 0.13614625
3195765 2 0.49228653 0.20891225 0.24569409
3200117 2 0.49484822 0.30113515 0.3130629
3201103 2 0.3339879 0.16215608 0.19673298
3209994 1 0.3768893 0.26881036 0.27991724
3215995 2 0.63854724 0.13793667 0.19532564
3236146 2 0.5370386 0.297854 0.30981582
3249852 2 0.4611857 0.30832013 0.320772
3259121 2 0.0 0.0 0.0
3263603 1 0.11206342 0.1045273 0.10866756
3273785 2 0.21850024 0.11754808 0.122405
3311001 1 0.13433214 0.12914565 0.13433214
3326743 2 0.063606806 0.061082944 0.063606806
3350007 1 0.39838386 0.29928735 0.34669277
3350049 2 0.34503278 0.19982669 0.20774168
3382696 1 0.2916693 0.138903 0.16997722
3396109 2 0.2065105 0.09164175 0.09532208
3410093 2 0.24902473 0.15971877 0.16613309
3443655 2 0.7055386 0.34315783 0.42856756
3467606 1 0.106910504 0.0804698 0.08371967
3468117 2 0.0 0.0 0.0
3468765 1 0.19255443 0.10834056 0.11263186
3470986 2 0.57327205 0.14891209 0.18142009
3479014 2 0.20942171 0.12082983 0.14477026
3481223 2 0.5905653 0.24332011 0.32433137
3502811 2 0.4192428 0.33928806 0.35272706
3516932 1 0.32574198 0.22597787 0.2724411
3521404 2 0.23043878 0.16247398 0.16892777
3531646 2 0.27847022 0.113241635 0.117815025
3538640 2 0.47225022 0.16058539 0.19660111
3542893 1 0.4786943 0.27337888 0.28420725
3555553 1 0.18142945 0.13152647 0.13680857
3555602 2 0.2449 0.09065291 0.09439857
3570930 2 0.41970244 0.121330224 0.15149233
3580753 2 0.2881257 0.16600071 0.17259462
3601500 2 0.30315208 0.26284656 0.2732577
3616185 2 0.31619397 0.12423351 0.12916832
3636075 2 0.20560879 0.19315466 0.23434564
3642795 1 0.048737828 0.04680395 0.061651967
3644739 1 0.46508634 0.36469027 0.4036624
3649270 2 0.17758246 0.1253104 0.130288
3649285 1 0.78070706 0.33162853 0.34502172
3649614 1 0.25638255 0.11623002 0.12103248
3711735 2 0.14375652 0.13805239 0.14375652
3711740 2 0.40724123 0.11617559 0.12079034
3746438 2 0.25440517 0.16166845 0.16807203
3750490 2 0.18443225 0.11948936 0.15128018
3763677 1 0.5640515 0.24331377 0.2529513
