pmcid relevancy abstract body title
1064123 1 0.34253114 0.12875 0.8796111
1065004 1 0.8149328 0.10302009 0.10712257
1097749 1 0.47629473 0.19404566 0.2018902
1131908 1 0.5662481 0.117443934 0.8787626
1175911 2 0.0 0.0 0.0
1180854 2 0.36186206 0.1272271 0.13237041
1201178 1 1.0188212 0.2161621 1.3289399
1282576 1 0.0 0.0 0.0
137223 1 0.07634039 0.07341678 0.07634039
1413549 1 0.36248645 0.17837584 0.18547915
1414021 1 0.60636455 0.1072364 0.11149987
1414028 1 0.1431181 0.13763708 0.1431181
1464140 1 0.6484628 0.24523996 0.2551541
1464381 1 0.6719364 0.13052349 0.13571277
1469559 1 0.012646653 0.012162321 0.012646653
1481515 1 0.5517338 0.20982215 0.21817774
1524788 1 1.0309871 0.26993755 1.5672348
1533819 1 0.37910712 0.085826404 0.089238666
1550867 1 0.63072807 0.13902144 0.14464156
1550946 1 0.7075626 0.18400729 0.19131595
1568462 1 0.055956904 0.053817254 0.055956904
1602198 1 0.40997234 0.10649516 0.11050111
1609165 2 0.4708013 0.15162362 0.15765181
1679810 1 0.3346182 0.14654776 0.15237416
1750965 1 0.44789475 0.10641657 0.11065431
1751060 1 0.3634475 0.12105778 0.12561153
1764004 2 0.0 0.0 0.0
1781075 1 0.7969094 0.14189738 0.14763376
1781780 1 0.18932395 0.06378639 0.06632239
1781795 1 0.0001753352 0.00016897885 0.0001753352
1824715 2 0.5268513 0.113056034 1.3383182
1940263 2 0.5757607 0.1395459 0.79917693
1987337 2 0.8010585 0.16404998 0.17068191
1989755 2 0.70981693 0.09993464 0.7908352
2020460 2 1.3106581 0.1840231 0.19094537
2045103 2 0.0 0.0 0.0
2206392 1 0.69693905 0.17540376 0.18237738
2222237 2 1.15389 0.16862975 0.17497297
2244628 1 2.0185745 0.23972382 0.24874133
2359996 1 0.50472444 0.10205419 0.97550815
2385820 1 0.005380595 0.005171531 0.005380595
2409543 1 0.11941743 0.11477741 0.8759152
2426673 1 0.31589285 0.1442127 0.81881195
2567096 1 0.4242078 0.1121741 0.116629586
2576164 2 0.3378047 0.15284434 0.15902327
2598878 1 0.0556518 0.05363428 0.0556518
2599294 2 0.0012798262 0.0012334292 0.0012798262
2627179 2 0.52857184 0.13360354 0.87101
2629964 2 0.0 0.0 0.0
2647177 1 0.27946112 0.12367174 0.12858391
2649145 1 0.93759024 0.15819873 1.4190246
2672442 2 0.0 0.0 0.0
2684304 2 0.5551275 0.12158708 1.2610179
2695771 2 0.76711315 0.14857668 0.15449332
2700432 1 0.7018425 0.14585829 1.5888621
2706800 2 2.0997992 0.31774512 2.54363
2737754 2 0.0 0.0 0.0
2767138 2 0.0 0.0 0.0
2769286 2 1.3597676 0.24677128 1.350788
2829621 1 1.3961515 0.2773219 0.288533
2860403 1 0.8508113 0.13875483 0.1442714
2868875 1 1.3287846 0.2634579 1.3602406
2876696 1 0.12705174 0.12211508 0.12705174
2876903 2 0.18802634 0.18082547 0.18802634
2887806 2 0.0 0.0 0.0
2906941 2 0.0 0.0 0.0
2920273 2 1.6330031 0.23073788 1.6339236
2964707 2 0.83058846 0.17151384 1.0421052
3015225 1 0.2851446 0.1546863 0.16083625
3019007 2 0.82744867 0.23828177 1.4113103
3039763 2 0.73750764 0.102219544 0.10628355
3053630 1 0.061633486 0.05927896 0.061633486
3064452 2 0.0 0.0 0.0
3108676 2 0.0 0.0 0.0
3108942 2 1.4153887 0.30555603 1.5094402
3134172 2 0.11949708 0.11485398 0.11949708
3161475 2 0.0 0.0 0.0
3249337 2 0.6645603 0.16007558 0.16654684
3258820 2 1.377761 0.24330434 0.25297755
3263087 1 0.0 0.0 0.0
3273370 1 0.7932347 0.111451425 0.98552966
3325356 1 0.4983859 0.1676579 0.17431717
3339806 1 1.0774729 0.18943012 0.19697364
3347843 2 0.0 0.0 0.0
3355351 2 1.163957 0.31026152 0.32193238
3357009 2 0.24734081 0.23837408 0.24734081
3368485 1 0.37666732 0.10957557 0.1140053
3373988 1 0.2807243 0.11887201 0.12359809
3391195 2 0.29252478 0.0855633 0.08902231
3405157 2 1.3580155 0.21582171 1.4066356
3409130 2 0.56931543 0.09191289 0.9051832
3444002 2 1.1508863 0.19440466 1.0761167
3445145 2 0.0 0.0 0.0
3445446 2 0.6407878 0.08743387 0.79311126
3463042 1 0.75776577 0.115656465 0.12026216
3469224 1 0.5473194 0.104109876 0.10824505
3484605 2 0.13380334 0.12895261 0.13380334
3488523 2 0.8523701 0.21841149 1.0333453
3502108 1 1.0313582 0.28869772 0.3003687
3539053 2 1.4863988 0.13568693 0.7450037
3542887 1 0.0 0.0 0.0
3555588 2 0.81871545 0.249221 1.8380412
3571887 2 0.27700862 0.07896031 0.081930496
3573171 2 1.3225666 0.24448898 0.25419992
3596662 2 1.0816463 0.20556311 1.8417213
3600284 2 0.72001004 0.1491597 1.3660538
3606326 1 0.62391233 0.1633095 1.1897625
3607782 1 1.2589113 0.20483509 0.21311581
3629711 2 0.0 0.0 0.0
3658220 1 0.0 0.0 0.0
