pmcid relevancy tfidf bm25 ib lmd lmj dfr
1459264 1 0.02918094 0.02919662 0.041198518 0.041157722 0.041198518 0.0
1459268 1 0.06343157 0.06343157 0.08959632 0.08938069 0.08943888 0.0
1523371 1 0.0 0.0 0.0 0.0 0.0 0.0
153522 2 0.03384511 0.033862922 0.047792718 0.04772312 0.047792718 0.0
1570451 2 0.064366005 0.064366005 0.0909781 0.09098896 0.09101406 0.0
1586188 1 0.060235646 0.060235646 0.084676325 0.08521139 0.08521139 0.0
1636036 1 0.15565178 0.15565178 0.22060363 0.21814805 0.22060363 0.0
1687187 2 0.0 0.0 0.0 0.0 0.0 0.0
1751015 1 0.032115526 0.032115526 0.045510877 0.045497734 0.045497734 0.0
1805426 1 0.044003274 0.044003274 0.062319793 0.062319793 0.062319793 0.0
1891108 1 0.073377304 0.073377304 0.10351685 0.10351685 0.10351685 0.0
1936994 2 0.03219066 0.03219066 0.04534701 0.04524711 0.045303527 0.0
1976317 1 0.02923039 0.02923039 0.041336145 0.041225642 0.041336145 0.0
2116997 2 0.07881605 0.07881605 0.1119575 0.11200681 0.11200681 0.0
2202780 2 0.0817932 0.081827894 0.11536455 0.11461776 0.11536455 0.0
2222677 1 0.0 0.0 0.0 0.0 0.0 0.0
2245957 1 0.032849494 0.032849494 0.046190713 0.045966353 0.045979142 0.0
2254639 2 0.049941108 0.049941108 0.07035603 0.070384175 0.070384175 0.0
2258295 2 0.030220173 0.030233232 0.042699955 0.042646583 0.042699955 0.0
2266718 1 0.03469372 0.03469372 0.04894552 0.048769906 0.04881315 0.0
2311282 2 0.06351878 0.06351878 0.08914276 0.08906083 0.08906083 0.0
2423870 2 0.06080882 0.06080882 0.08584103 0.08533153 0.08538507 0.0
2448938 1 0.0 0.0 0.0 0.0 0.0 0.0
2536181 1 0.06618945 0.06618945 0.09236903 0.092321515 0.09236903 0.0
2546374 2 0.034460027 0.034460027 0.04854752 0.04842759 0.0484948 0.0
2553050 2 0.07595796 0.07595796 0.10683317 0.107311435 0.107311435 0.0
2584009 1 0.09572718 0.09572718 0.13424525 0.13424525 0.13424525 0.0
2588821 1 0.004623886 0.004623886 0.0065368847 0.0065380125 0.006539305 0.0
2628097 2 0.10564713 0.10564713 0.14829099 0.14829099 0.14829099 0.0
2637899 2 0.066832006 0.066832006 0.0944554 0.09442403 0.09442002 0.0
2656964 2 0.08585917 0.08585917 0.121055126 0.12056098 0.12059184 0.0
2656981 1 0.09351687 0.09351687 0.13095039 0.13080968 0.13080968 0.0
2667168 2 0.0 0.0 0.0 0.0 0.0 0.0
2700595 1 0.0 0.0 0.0 0.0 0.0 0.0
2702886 1 0.13597485 0.13603322 0.18974079 0.19020654 0.18974079 0.0
2726548 1 0.04898315 0.04898315 0.06911676 0.06911676 0.06911676 0.0
2740038 1 0.09583737 0.09587537 0.1357886 0.13531052 0.1357886 0.0
2740109 1 0.0 0.0 0.0 0.0 0.0 0.0
2749011 1 0.06380415 0.06382697 0.09026911 0.08940261 0.09026911 0.0
2769322 2 0.07471302 0.07471302 0.10496318 0.10496318 0.10496318 0.0
2805600 1 0.028650528 0.028650528 0.040382154 0.0401921 0.04024119 0.0
2822176 2 0.0 0.0 0.0 0.0 0.0 0.0
2823150 2 0.046087384 0.046087384 0.065217026 0.065246575 0.065246575 0.0
2829468 1 0.024403213 0.024403213 0.03450241 0.034552827 0.034552827 0.0
2835690 2 0.07007212 0.07007212 0.0986545 0.098161854 0.098188736 0.0
