pmcid relevancy tfidf bm25 ib lmd lmj dfr
137370 2 0.07037301 0.07037301 0.10700963 0.10701494 0.10701494 0.0
1414004 2 0.20233713 0.20241067 0.2981998 0.29720408 0.2981998 0.0
1414023 2 0.13725029 0.13690896 0.198912 0.19936277 0.198912 0.0
2151894 2 0.12865992 0.12865992 0.19041714 0.19044119 0.19052263 0.0
2375967 2 0.073670335 0.07367212 0.10607856 0.1060549 0.10607856 0.0
2424119 2 0.13163124 0.13163124 0.19847453 0.19831446 0.19825372 0.0
2447617 2 0.13545865 0.13545865 0.19933848 0.19881947 0.19933848 0.0
2517085 2 0.04448343 0.04448343 0.06795733 0.067787 0.06795733 0.0
2518379 2 0.1304758 0.1304758 0.19366929 0.19334958 0.19366929 0.0
2536546 2 0.15307799 0.15307799 0.22685447 0.22669077 0.22665295 0.0
2556735 2 0.13830227 0.13830227 0.20698087 0.20647387 0.20698087 0.0
2566562 2 0.24362285 0.24362285 0.36515015 0.3651129 0.36496916 0.0
2575601 2 0.17140542 0.17125605 0.25021192 0.25047395 0.25021192 0.0
2700595 2 0.22089355 0.22089355 0.32607564 0.32471928 0.3246449 0.0
2703212 2 0.22823021 0.22823021 0.33895034 0.33895034 0.33895034 0.0
2709613 2 0.106063426 0.106063426 0.1552938 0.1552607 0.1552938 0.0
2811919 2 0.16705412 0.16705412 0.2461396 0.2461396 0.2461396 0.0
2811943 2 0.16201958 0.16201958 0.23961131 0.23969644 0.23982435 0.0
2819256 2 0.12549533 0.1255397 0.1851353 0.18472604 0.1851353 0.0
2909783 2 0.19434705 0.19434705 0.28818518 0.28818518 0.28818518 0.0
2911700 2 0.07725019 0.07725019 0.11567602 0.115699746 0.11571249 0.0
2931126 2 0.2310137 0.2310137 0.3416658 0.34145176 0.34175158 0.0
3026928 2 0.13482569 0.13482569 0.20428994 0.20423266 0.20418361 0.0
3097575 2 0.21487217 0.21487217 0.31779733 0.31758466 0.31745777 0.0
3162713 2 0.17139395 0.17139395 0.2545381 0.25462347 0.25462347 0.0
3209993 2 0.13759428 0.13759428 0.20522393 0.2048325 0.20522393 0.0
3363371 2 0.11634719 0.11634719 0.17436449 0.174115 0.17436449 0.0
3489798 2 0.118267074 0.118267074 0.17432219 0.17432219 0.17432219 0.0
3500003 2 0.18050821 0.18050882 0.26717252 0.2664376 0.26717252 0.0
3500006 2 0.10422031 0.10422031 0.15578507 0.15578507 0.15578507 0.0
3500013 2 0.1240197 0.1240197 0.1864096 0.1864096 0.1864096 0.0
3703898 2 0.09604405 0.09604405 0.14300705 0.14297734 0.14295991 0.0
3815000 2 0.1642798 0.1642798 0.2457253 0.24542454 0.2457253 0.0
3860083 2 0.15049021 0.15049021 0.22203636 0.22197908 0.22197908 0.0
