pmcid relevancy tfidf bm25 ib lmd lmj dfr
1183200 1 0.16136593 0.16142213 0.24070664 0.24042632 0.24070664 0.0
122079 2 0.12566978 0.12566978 0.18585198 0.18585198 0.18585198 0.0
1488855 1 0.06354511 0.06354511 0.09119276 0.091983 0.09119276 0.0
1784748 2 0.07714885 0.07716659 0.115542844 0.11549371 0.115542844 0.0
1885440 2 0.105424136 0.10544731 0.15528694 0.15489554 0.15528694 0.0
2213305 2 0.071712494 0.071712494 0.10593417 0.10593417 0.10593417 0.0
2374788 1 0.09228251 0.09228251 0.13467252 0.13488421 0.13467252 0.0
2442959 1 0.038536225 0.038536225 0.057807665 0.057807665 0.057807665 0.0
2442981 2 0.09003617 0.09003617 0.13376684 0.13364567 0.13364567 0.0
2569193 2 0.11133264 0.11133264 0.16679893 0.16657604 0.16670778 0.0
2572068 2 0.15730819 0.15735921 0.2336534 0.23360546 0.2336534 0.0
2572586 1 0.07757062 0.07757062 0.11366797 0.11383655 0.11383655 0.0
2600825 2 0.121685386 0.121685386 0.1770168 0.17699726 0.17699726 0.0
2609891 2 0.06905147 0.06905147 0.1007615 0.10069618 0.10069618 0.0
2678139 1 0.1959316 0.1959316 0.28832355 0.28815743 0.28843075 0.0
2688143 1 0.105760835 0.105760835 0.15658337 0.15661739 0.15661739 0.0
2740293 2 0.13940932 0.13940932 0.20858288 0.20913267 0.2093031 0.0
2760525 1 0.16521664 0.16521664 0.2455382 0.24572434 0.245706 0.0
2783077 2 0.15914273 0.15914273 0.23680864 0.237333 0.23749377 0.0
2816793 2 0.08845635 0.08845635 0.13142139 0.13142139 0.13142139 0.0
2821393 2 0.13572834 0.13572834 0.20288199 0.20288199 0.20288199 0.0
2830945 2 0.18838263 0.18838263 0.28019154 0.28019154 0.28019154 0.0
2833155 2 0.14234273 0.14237447 0.20707226 0.20676865 0.20707226 0.0
2836925 2 0.12250993 0.12250993 0.18315275 0.18318912 0.18318912 0.0
2848006 2 0.13758391 0.13758391 0.20283434 0.20283434 0.20283434 0.0
2853788 2 0.08951908 0.08951908 0.1341161 0.1341161 0.1341161 0.0
3016143 2 0.15346916 0.15346916 0.22788352 0.22793078 0.22793078 0.0
3031281 1 0.15236425 0.15235822 0.22419669 0.2237634 0.22419669 0.0
3041043 1 0.12901746 0.12901746 0.19371776 0.19371776 0.19371776 0.0
3047832 1 0.08577916 0.08577916 0.12730426 0.12730426 0.12730426 0.0
3068583 2 0.17799701 0.17799701 0.259411 0.2599126 0.2601359 0.0
3073909 2 0.13093802 0.13097054 0.19286396 0.192317 0.19286396 0.0
3075160 1 0.16080056 0.16080056 0.24071157 0.24056928 0.2408782 0.0
3101356 2 0.0 0.0 0.0 0.0 0.0 0.0
3108731 1 0.11553376 0.11553376 0.16911444 0.16904017 0.16904017 0.0
3113153 2 0.14057468 0.14057468 0.20999348 0.21003854 0.21003854 0.0
3113183 2 0.12983145 0.12983145 0.19451441 0.19451441 0.19451441 0.0
3122091 1 0.12920068 0.12920068 0.18895033 0.18885045 0.18885045 0.0
3122097 1 0.14557981 0.14565165 0.21745373 0.21694389 0.21745373 0.0
3148882 1 0.12609895 0.12609895 0.18649787 0.18649787 0.18649787 0.0
3183690 2 0.13320611 0.13324267 0.19600199 0.19571093 0.19600199 0.0
3192212 2 0.10040521 0.10040521 0.14998193 0.15046184 0.1506708 0.0
3214511 1 0.16183639 0.16183639 0.24197663 0.24160077 0.24168971 0.0
3227160 2 0.17810944 0.17810944 0.2627418 0.26291385 0.2631513 0.0
3229087 1 0.11040179 0.11040179 0.16339517 0.16339813 0.16339813 0.0
3251528 1 0.095477484 0.095477484 0.14153086 0.14171627 0.14171627 0.0
3299162 1 0.07566843 0.07566843 0.11291737 0.11305793 0.11305793 0.0
3304619 2 0.15772521 0.15777978 0.23260693 0.23209848 0.23260693 0.0
3328985 1 0.12211233 0.12211233 0.17902672 0.17903757 0.17903757 0.0
3351958 2 0.1664279 0.1664279 0.24382767 0.24199927 0.24382767 0.0
3395037 1 0.08603335 0.08603335 0.12875046 0.12939055 0.12938479 0.0
3396109 1 0.0 0.0 0.0 0.0 0.0 0.0
3423789 1 0.13411409 0.13411409 0.19762601 0.19762601 0.19762601 0.0
3438050 2 0.13622408 0.13622408 0.20209728 0.20209728 0.20209728 0.0
3468117 2 0.0 0.0 0.0 0.0 0.0 0.0
3628218 2 0.1403911 0.1403911 0.20682898 0.20566534 0.20682898 0.0
3628469 2 0.17961638 0.17961638 0.26282 0.2636416 0.2636796 0.0
3649156 2 0.13365841 0.13365841 0.19552778 0.19495556 0.19552778 0.0
3680866 2 0.10238692 0.10238692 0.1501848 0.15011656 0.15011656 0.0
3711740 2 0.0 0.0 0.0 0.0 0.0 0.0
3782364 1 0.1058528 0.1058528 0.15703535 0.15697104 0.15697104 0.0
3783828 2 0.15039209 0.15039209 0.224981 0.224981 0.224981 0.0
3806164 2 0.14401895 0.14401895 0.21275333 0.21272199 0.21272199 0.0
3843899 2 0.100024134 0.100024134 0.14806086 0.14801608 0.14801608 0.0
3859883 1 0.1817258 0.1817258 0.2727944 0.2727944 0.2727944 0.0
3886912 2 0.12953368 0.12953368 0.18999991 0.18964121 0.18999991 0.0
