pmcid relevancy abstract body title
2526433 2 0.069928564 0.069065556 0.069928564
2800864 2 0.088909775 0.0877452 0.088909775
2823760 1 0.15676509 0.15471172 0.15676509
2840894 2 0.11931052 0.11777035 0.11931052
2856359 1 0.04143195 0.040920626 0.04143195
3156524 2 0.06494815 0.06413462 0.06494815
3352629 2 0.025801053 0.025467992 0.025801053
3652086 2 0.07170521 0.07077958 0.07170521
3667316 1 0.15267867 0.15067884 0.15267867
3726922 2 0.09249747 0.09128589 0.09249747
3876010 2 0.06755876 0.06670771 0.06755876
