pmcid relevancy abstract body title
1079947 1 0.045427304 0.041031536 0.045427304
1168908 1 0.050890114 0.045881953 0.050890114
1187925 1 0.04088929 0.03696097 0.04088929
1269449 1 0.13157403 0.11893345 0.13157403
1386666 1 0.041592922 0.037597 0.041592922
1479817 1 0.080893405 0.07293259 0.080893405
1481583 1 0.039778825 0.035864145 0.039778825
1483837 1 0.04166426 0.03756403 0.04166426
1488827 1 0.05102223 0.045848887 0.05102223
1524947 1 0.069627434 0.06288994 0.069627434
1524986 1 0.09355822 0.08407199 0.09355822
1592076 1 0.07158106 0.06465453 0.07158106
1633737 1 0.04059111 0.036475416 0.04059111
1697818 1 0.100610845 0.09070961 0.100610845
1821020 1 0.049340174 0.04448455 0.049340174
1949836 1 0.085495375 0.07682666 0.085495375
2048957 1 0.098982714 0.089241706 0.098982714
2246097 2 0.022975424 0.020645855 0.022975424
2442901 1 0.029722296 0.02684622 0.029722296
2528206 1 0.07516709 0.06789356 0.07516709
2528214 1 0.08963125 0.08081054 0.08963125
2528218 1 0.040376462 0.03646944 0.040376462
2629961 2 0.051992543 0.046875898 0.051992543
2629967 2 0.07933603 0.07099231 0.07933603
2629982 2 0.06876777 0.06216111 0.06876777
2650592 1 0.0795394 0.07184278 0.0795394
2650594 1 0.08063088 0.07215099 0.08063088
2650603 2 0.08476473 0.07662121 0.08476473
2650609 1 0.078437954 0.070484824 0.078437954
2672796 1 0.042346504 0.038278185 0.042346504
2672797 1 0.0419355 0.037683498 0.0419355
2684714 2 0.050946634 0.04558861 0.050946634
2685145 2 0.051896084 0.046874367 0.051896084
2687595 1 0.051454872 0.046475846 0.051454872
2692114 2 0.03288635 0.029704105 0.03288635
2692120 2 0.07165408 0.06438879 0.07165408
2695191 2 0.06422464 0.05747017 0.06422464
2695197 2 0.024982303 0.0225822 0.024982303
2695619 2 0.0790447 0.07126582 0.0790447
2699821 2 0.05899561 0.05279108 0.05899561
2699958 2 0.15944739 0.14267841 0.15944739
2699965 1 0.12913615 0.11555499 0.12913615
2706597 1 0.10690721 0.09656234 0.10690721
2706605 1 0.05867577 0.05299801 0.05867577
2706608 2 0.10875734 0.0983088 0.10875734
2706609 1 0.020035565 0.01800408 0.020035565
2707151 1 0.062826134 0.056790296 0.062826134
2707157 2 0.03961913 0.035601992 0.03961913
2707802 2 0.08899712 0.07963735 0.08899712
2707808 2 0.031225448 0.028225554 0.031225448
2707811 2 0.11137367 0.100081064 0.11137367
2739483 2 0.047094412 0.042569954 0.047094412
2799410 1 0.08449905 0.0763225 0.08449905
2802352 1 0.10019108 0.0904961 0.10019108
2846152 2 0.054903187 0.049336337 0.054903187
2848004 2 0.067433864 0.060797624 0.067433864
2865026 1 0.045820057 0.041386284 0.045820057
2876086 2 0.012537508 0.011303677 0.012537508
2939681 1 0.031341065 0.028308349 0.031341065
2941920 2 0.017743746 0.016039068 0.017743746
2962297 1 0.06483583 0.058017086 0.06483583
2962302 2 0.05362313 0.048186075 0.05362313
2988175 2 0.04315656 0.038780753 0.04315656
3004609 2 0.1767896 0.15980504 0.1767896
3016307 1 0.055453163 0.049830552 0.055453163
3047913 1 0.1158269 0.10364546 0.1158269
3062119 1 0.03440808 0.031102423 0.03440808
3072154 2 0.027558045 0.024846027 0.027558045
3107698 2 0.14956175 0.13519302 0.14956175
3109340 2 0.08035665 0.07190559 0.08035665
3141809 1 0.048589155 0.043479066 0.048589155
3165919 1 0.10436878 0.09378643 0.10436878
3170646 2 0.065331616 0.05870739 0.065331616
3177593 2 0.047315113 0.042658776 0.047315113
3206765 2 0.04411529 0.039773855 0.04411529
3206766 2 0.07417823 0.066376954 0.07417823
3217852 1 0.020687832 0.018512106 0.020687832
3219759 2 0.19892253 0.178753 0.19892253
3257951 1 0.040747385 0.03661585 0.040747385
3266210 2 0.08713434 0.077970475 0.08713434
3282915 2 0.07476438 0.06718373 0.07476438
3321723 2 0.05147141 0.046058193 0.05147141
3325000 2 0.04598097 0.041563485 0.04598097
3359241 2 0.025502456 0.023034712 0.025502456
3365251 1 0.08858653 0.07986862 0.08858653
3370314 1 0.07257349 0.06494098 0.07257349
3372934 1 0.050665934 0.045679845 0.050665934
3430121 1 0.08382149 0.07576858 0.08382149
3436640 2 0.05467217 0.04938182 0.05467217
3436722 1 0.019311441 0.01744277 0.019311441
3457839 2 0.021418974 0.019361207 0.021418974
3459658 1 0.01970705 0.017708877 0.01970705
3463056 1 0.08141749 0.07285487 0.08141749
3475004 2 0.08684318 0.07843981 0.08684318
3478173 2 0.025583731 0.023108121 0.025583731
3479064 2 0.13782223 0.12425899 0.13782223
3485098 1 0.04219145 0.037754204 0.04219145
3511775 2 0.07663601 0.06886558 0.07663601
3514008 2 0.035205163 0.03163557 0.035205163
3530855 1 0.1400629 0.12533258 0.1400629
3553649 1 0.10768924 0.0973433 0.10768924
3556894 2 0.052937306 0.04736993 0.052937306
3557179 1 0.042034075 0.037966654 0.042034075
3580134 2 0.021725712 0.019440835 0.021725712
3595976 2 0.028645247 0.025740793 0.028645247
3598856 1 0.11838596 0.10693035 0.11838596
3638626 2 0.034574497 0.031228902 0.034574497
3642471 2 0.1374861 0.12395594 0.1374861
3653890 2 0.05167794 0.046677325 0.05167794
3657849 2 0.09603075 0.08593126 0.09603075
3711651 2 0.03881016 0.034990806 0.03881016
3728154 2 0.079280786 0.071242206 0.079280786
3743182 1 0.05137703 0.046441127 0.05137703
3762609 2 0.087199055 0.0786177 0.087199055
3764164 1 0.059537094 0.05381724 0.059537094
3775210 2 0.19424759 0.17513146 0.19424759
3787546 2 0.060495112 0.05468322 0.060495112
