pmcid	title	abstract	body	relevancy
3662144	10.234381	7.5797973	6.751607	0
3435916	9.771948	7.544403	7.4870377	0
3806158	8.81094	5.432144	4.3054557	2
3406938	8.443147	6.6467557	7.731471	0
3307967	7.914358	6.106414	7.1213374	0
3016264	7.7365727	5.5691957	5.9848814	0
3724961	7.7025166	0.058918387	2.6055977	0
3544356	7.645028	6.4518957	6.0281277	1
3140527	6.8746743	4.961829	6.0989094	0
2984319	6.8727274	4.169691	4.7256875	0
3548361	6.847035	0.051862545	4.535662	0
2365966	6.840712	3.869458	3.9833379	0
1440851	6.834878	4.7617154	5.776044	0
3354856	6.726125	0.09527713	4.095193	0
2235827	6.479189	4.9054656	4.723526	0
3491304	6.4386177	5.1895256	4.941124	0
3205530	6.3543553	0.0993186	0.0	0
3356853	6.2743983	4.8664484	4.7509017	0
3827896	6.2685723	4.490573	5.6053886	0
3625594	6.263523	4.033419	3.6438165	0
2732598	6.2501407	5.607415	5.3076525	0
1997123	5.88291	0.07956717	2.9509437	0
2861009	5.6909246	0.065630876	3.8303082	0
3887096	5.688495	4.679013	4.9663186	0
2963752	5.1435633	4.442888	2.2885137	0
3665179	5.1412816	3.3392928	2.4379914	0
3512399	5.1375904	3.8860784	4.7047176	0
3554459	5.048005	4.0984106	4.4084563	0
3536938	4.9909453	3.6977675	3.196318	0
3422180	4.9802213	4.069054	3.9378674	0
2848664	4.8890405	0.11521175	2.357006	0
3517569	4.8320665	4.340133	4.738325	0
3127004	4.795811	4.7554135	5.489775	0
3564064	4.2608557	3.6522822	4.3090253	0
3533057	4.2606444	3.1613626	3.5034149	0
3195161	3.4193175	2.4157765	0.0	0
3094005	3.3207374	2.4428034	2.283777	0
3434338	3.3195813	2.6312606	2.9624999	0
3399369	3.1924183	2.4158478	0.0	0
2970787	0.763497	0.763497	0.0	1
3004507	0.5525841	0.5525841	0.0	0
3683415	0.39329684	0.39329684	0.0	1
3510936	0.37453344	6.5465465	4.923017	0
3766216	0.3542016	0.3542016	6.4162188	0
3746308	0.35083103	8.150384	0.0	0
1950489	0.32135725	0.32135725	0.0	0
2796073	0.3169156	0.3169156	0.0	0
3261802	0.28818616	0.28818616	0.0	0
3375662	0.28740543	6.3358984	0.0	1
2770819	0.27916494	0.27916494	0.0	0
3853872	0.2720367	0.2720367	0.0	2
3237133	0.27060232	0.27060232	3.5507286	0
3784111	0.26548758	6.9102507	0.0	0
3025166	0.25541517	5.392436	4.021963	0
2921501	0.25094268	0.25094268	0.0	0
2376090	0.24745357	0.24745357	5.109964	0
3510938	0.24511571	0.24511571	4.2815785	2
3168002	0.24445903	0.24445903	0.0	0
3408995	0.24393964	5.931958	7.4110494	0
3119443	0.23813981	0.23813981	4.244757	2
3395751	0.23777306	0.23777306	4.569755	0
3719326	0.22820383	0.22820383	5.8521967	0
3339129	0.22746047	0.22746047	0.0	0
2010727	0.22736467	0.22736467	0.0	0
2770548	0.22551914	0.22551914	0.0	1
3313738	0.22444972	5.934402	6.6320896	0
2745860	0.22230129	0.22230129	0.0	0
2885647	0.2204375	0.2204375	3.930848	0
3195241	0.21933064	0.21933064	3.6251185	0
3738360	0.21885179	0.21885179	0.0	0
1539014	0.2155515	0.2155515	0.0	0
3062133	0.21469586	0.21469586	4.1517982	0
3356124	0.212316	0.212316	3.6409757	2
3719271	0.21176891	0.21176891	3.510866	0
2943074	0.21148123	0.21148123	0.0	0
3781252	0.20998593	0.20998593	0.0	0
3126760	0.20867732	0.20867732	0.0	0
2647934	0.20545942	0.20545942	0.0	0
3560145	0.20204999	0.20204999	4.636032	0
3693656	0.20161663	0.20161663	0.0	0
3350288	0.20150189	0.20150189	5.600795	0
2727116	0.19641577	0.19641577	0.0	0
3615941	0.1943897	0.1943897	0.0	1
3407554	0.1920494	0.1920494	5.196269	0
1502130	0.19201846	0.19201846	6.280288	0
3074283	0.1914664	0.1914664	3.9797354	0
3656534	0.19048707	0.19048707	2.432528	0
3623530	0.18918912	0.18918912	4.751083	0
3658351	0.18795331	0.18795331	0.0	0
2959219	0.18768857	0.18768857	0.0	0
1188073	0.18682513	0.18682513	0.0	0
3731351	0.18590091	0.18590091	4.092331	0
2782204	0.18585847	0.18585847	0.0	0
3410352	0.18309169	0.18309169	2.5854096	0
3463909	0.18294229	5.340617	5.515124	0
3808108	0.18141793	0.18141793	0.0	0
3262583	0.17892821	0.17892821	0.0	0
3483691	0.17832491	0.17832491	0.0	2
2649125	0.17741652	0.17741652	3.8495264	0
3289784	0.17707443	0.17707443	0.0	0
3762045	0.1770603	0.1770603	4.4214473	0
2738408	0.17576407	0.17576407	0.0	0
2631464	0.17568758	0.17568758	0.0	0
3536353	0.17514728	0.17514728	0.0	0
3643369	0.17411986	4.1069508	3.3316774	0
3245496	0.17382768	0.17382768	4.2023697	0
3332736	0.1735799	0.1735799	0.0	0
3872718	0.1730509	0.1730509	0.0	2
2858844	0.17225227	0.17225227	4.40377	0
2798110	0.1714274	0.1714274	0.0	0
3250001	0.17127016	5.6633945	5.4373965	0
2526981	0.16984339	3.7778125	2.8106556	0
3099610	0.16972454	0.16972454	3.9352758	0
3413583	0.16958047	0.16958047	4.0194693	0
3249873	0.16772917	0.16772917	3.399073	1
3506227	0.16764143	0.16764143	3.245059	0
3719302	0.16669725	0.16669725	3.559558	0
3136077	0.16644411	0.16644411	0.0	0
1557709	0.1658729	0.1658729	0.0	0
3573812	0.16543649	0.16543649	0.0	0
3183510	0.16413671	0.16413671	3.6795092	2
3663461	0.16298759	0.16298759	5.1773005	1
3784101	0.16255914	0.16255914	0.0	0
2834603	0.16156636	4.4793744	5.767963	0
3556020	0.16101933	0.16101933	3.6387444	0
2884455	0.16094796	0.16094796	5.2939725	0
2977938	0.16031688	0.16031688	0.0	2
2987566	0.1602255	0.1602255	0.0	0
3313762	0.16016154	0.16016154	0.0	0
3401773	0.15978411	0.15978411	4.738186	0
1892556	0.15924671	5.037645	4.91908	0
3811790	0.15847331	0.15847331	0.0	0
3603056	0.15808423	0.15808423	0.0	0
3409915	0.15461676	0.15461676	0.0	0
2727109	0.15450995	0.15450995	3.141916	0
1555610	0.15380159	0.15380159	2.843627	0
3750722	0.15317118	0.15317118	0.0	0
2803915	0.1525146	0.1525146	0.0	0
2890908	0.1521626	4.5908775	4.4503593	0
3562590	0.15214998	4.325915	4.6661854	2
3713569	0.15181074	0.15181074	0.0	0
3132912	0.15162155	4.346559	4.068894	0
2928248	0.15115234	0.15115234	0.0	0
2278151	0.15101072	0.15101072	4.40451	0
3710317	0.15055746	0.15055746	0.0	0
3506094	0.14909875	0.14909875	2.9872854	0
3157157	0.1489847	0.1489847	4.483941	0
3832531	0.14870057	0.14870057	4.347692	0
2649930	0.14802867	0.14802867	0.0	0
3847484	0.14773214	0.14773214	4.7817926	0
3111130	0.14741522	0.14741522	0.0	0
3683226	0.14568816	0.14568816	0.0	1
1410733	0.14453985	0.14453985	0.0	0
3890907	0.14452296	0.14452296	3.0439403	2
3094677	0.14411813	4.5889277	3.8398192	0
3056198	0.14400537	0.14400537	0.0	0
3052454	0.14372435	3.7405932	0.0	0
3493673	0.1435545	0.1435545	0.0	0
3725449	0.14331257	0.14331257	0.0	0
3778809	0.14285262	0.14285262	3.3919442	0
3146980	0.14279757	5.5009437	5.746547	2
3779461	0.14227372	5.27657	4.5817447	1
3181857	0.14218596	0.14218596	4.405115	0
3356967	0.14078723	0.14078723	0.0	0
2668588	0.1406782	0.1406782	0.0	1
3870866	0.14067023	0.14067023	3.4051936	0
3072419	0.1399736	0.1399736	0.0	0
3201605	0.13918906	0.13918906	0.0	0
3071351	0.13877319	0.13877319	3.1757958	0
3841597	0.13854185	0.13854185	4.8380113	0
3205534	0.13663349	0.13663349	3.3944316	2
3392260	0.13652645	0.13652645	0.0	0
2970796	0.13647527	0.13647527	3.114308	0
2628006	0.13643628	0.13643628	4.1706486	0
2738334	0.13564608	0.13564608	0.0	0
3785158	0.134652	0.134652	4.931629	0
2721319	0.13461505	0.13461505	4.048082	0
3183525	0.13316642	0.13316642	0.0	0
3696311	0.13274986	5.744154	4.1186085	0
2689244	0.13252594	0.13252594	0.0	0
2700674	0.13179286	0.13179286	0.0	0
3198670	0.13134256	0.13134256	0.0	2
3884210	0.13072532	0.13072532	4.8534694	0
3598222	0.12973045	0.12973045	0.0	2
2206482	0.12968922	0.12968922	0.0	0
3870623	0.12965609	0.12965609	5.1382995	0
3385165	0.12869817	4.3293786	4.0141068	0
2017109	0.12808691	4.9521494	5.167179	0
2890612	0.12771682	0.12771682	5.3313546	0
2632162	0.12770905	0.12770905	3.9088938	0
3762180	0.1269815	0.1269815	0.0	0
3600131	0.12663752	0.12663752	3.5891788	0
3527299	0.12659386	0.12659386	0.0	0
3413070	0.12609965	0.12609965	3.03195	0
2876108	0.12567429	0.12567429	0.0	0
3401259	0.12549615	0.12549615	0.0	0
3712208	0.12522227	3.779118	3.448224	0
3873172	0.12522033	5.2681065	4.0543876	0
416440	0.12483284	0.12483284	4.0269995	0
3752489	0.12457617	0.12457617	0.0	0
1481506	0.124299236	0.124299236	0.0	0
545065	0.124242455	0.124242455	3.0156052	0
3787618	0.12409166	0.12409166	0.0	0
3751361	0.12291536	0.12291536	0.0	0
3575245	0.1227129	0.1227129	0.0	2
3145299	0.12268059	6.09298	4.313435	0
2630042	0.12197462	0.12197462	0.0	0
3533948	0.12187221	0.12187221	0.0	0
2827074	0.12175227	4.918992	3.7080843	0
3614654	0.121548004	0.121548004	5.018921	0
2957002	0.12124458	3.492719	0.0	0
3674939	0.12116351	0.12116351	0.0	0
3603059	0.12105666	0.12105666	0.0	0
2858209	0.120889165	0.120889165	0.0	0
3666994	0.1204113	0.1204113	0.0	0
3098785	0.12011538	0.12011538	2.8083117	0
3261233	0.12001634	0.12001634	0.0	0
2287183	0.11977997	0.11977997	0.0	0
3431970	0.119647846	0.119647846	3.5884671	0
3785589	0.1195772	0.1195772	2.537973	0
2700664	0.11904041	0.11904041	0.0	0
2968416	0.11901455	0.11901455	0.0	0
3410697	0.11891737	0.11891737	0.0	0
3712881	0.11737153	0.11737153	0.0	0
3215545	0.116612285	0.116612285	0.0	0
3830291	0.116505936	0.116505936	0.0	0
3223994	0.11641009	0.11641009	0.0	0
3491291	0.11636506	0.11636506	3.2132125	0
2001745	0.116289794	0.116289794	0.0	0
3510972	0.11612731	0.11612731	0.0	0
