	tfidf	bm25	ib	lmd	lmj	dfr	relevancy
29036.0	0.07231531	0.07259219	0.10246082	0.102243915	0.10328124	0.103033364	0
30705.0	0.05871188	0.058270466	0.0828491	0.08290004	0.08260256	0.08261762	0
32162.0	0.061082613	0.061322097	0.08659016	0.08678203	0.08707846	0.08692032	0
56591.0	0.08194188	0.082188554	0.116049655	0.11562818	0.116703436	0.116465576	0
59895.0	0.09164308	0.093440115	0.12851585	0.12896767	0.12964542	0.12900096	0
61035.0	0.09040364	0.09221538	0.12644695	0.12701239	0.12787865	0.12716015	0
64544.0	0.08831888	0.088528164	0.1252415	0.12454605	0.12607652	0.12578408	0
111192.0	0.073752716	0.07397564	0.10398577	0.10310755	0.10412467	0.10406077	0
113745.0	0.070441276	0.07100915	0.100044206	0.100180484	0.100823745	0.10035295	0
117131.0	0.1116523	0.10855744	0.15703946	0.15683146	0.15263547	0.15292579	0
122079.0	0.06034314	0.060718987	0.08527174	0.085235365	0.0852713	0.08544132	2
126248.0	0.06149414	0.06208783	0.087342456	0.087486714	0.08811601	0.08785207	0
126248.0	0.06149414	0.06208783	0.087342456	0.087486714	0.08811601	0.08785207	0
137249.0	0.069167264	0.06934679	0.097373255	0.09656788	0.09772036	0.09759407	2
137249.0	0.069167264	0.06934679	0.097373255	0.09656788	0.09772036	0.09759407	0
137315.0	0.07162139	0.07262078	0.102020085	0.101885065	0.103256844	0.10274649	0
137602.0	0.074253574	0.07512455	0.103959	0.10458752	0.10512192	0.10458182	0
137602.0	0.074253574	0.07512455	0.103959	0.10458752	0.10512192	0.10458182	0
137602.0	0.074253574	0.07512455	0.103959	0.10458752	0.10512192	0.10458182	0
137602.0	0.074253574	0.07512455	0.103959	0.10458752	0.10512192	0.10458182	0
149382.0	0.06084712	0.06129932	0.08541671	0.085397914	0.0859681	0.08613884	0
149382.0	0.06084712	0.06129932	0.08541671	0.085397914	0.0859681	0.08613884	0
153436.0	0.0577443	0.058216717	0.082040034	0.08219162	0.082787715	0.082387805	0
153482.0	0.0881167	0.08815285	0.12330809	0.12423219	0.12394186	0.12446817	0
156660.0	0.072148785	0.070344046	0.101678096	0.101316325	0.09872765	0.09893026	0
156660.0	0.072148785	0.070344046	0.101678096	0.101316325	0.09872765	0.09893026	0
166159.0	0.066483766	0.066748805	0.093736574	0.093039	0.0939455	0.09396418	0
183865.0	0.09034853	0.08746713	0.12678342	0.12665273	0.12282555	0.12303521	0
183865.0	0.09034853	0.08746713	0.12678342	0.12665273	0.12282555	0.12303521	1
239964.0	0.13118328	0.13348614	0.18701467	0.18711197	0.19010167	0.18832617	0
270625.0	0.06315088	0.06214493	0.08923562	0.08924999	0.08775152	0.08790218	0
314400.0	0.07299501	0.07271463	0.10257485	0.10256795	0.102518074	0.103002876	0
324410.0	0.07816696	0.07591602	0.11024154	0.10957108	0.10593394	0.106747635	0
343284.0	0.121677026	0.123120025	0.17287849	0.17406017	0.17502742	0.1743103	0
343284.0	0.121677026	0.123120025	0.17287849	0.17406017	0.17502742	0.1743103	0
416478.0	0.10400708	0.10514632	0.14761344	0.14847173	0.15014915	0.14865963	0
420464.0	0.073656715	0.07416255	0.1020804	0.102055326	0.10362452	0.103432424	0
425596.0	0.10082601	0.101903595	0.14101918	0.14112613	0.14228159	0.14264253	0
425596.0	0.10082601	0.101903595	0.14101918	0.14112613	0.14228159	0.14264253	0
503388.0	0.12142777	0.123128906	0.17267886	0.17384773	0.17531367	0.17389531	0
503388.0	0.12142777	0.123128906	0.17267886	0.17384773	0.17531367	0.17389531	0
503388.0	0.12142777	0.123128906	0.17267886	0.17384773	0.17531367	0.17389531	0
503388.0	0.12142777	0.123128906	0.17267886	0.17384773	0.17531367	0.17389531	0
503388.0	0.12142777	0.123128906	0.17267886	0.17384773	0.17531367	0.17389531	0
514562.0	0.069625445	0.07031809	0.096925765	0.098236494	0.09808276	0.0982423	0
524183.0	0.07783709	0.0782117	0.11023099	0.10990695	0.110288054	0.110642664	0
524513.0	0.089197345	0.08957143	0.12635198	0.1259753	0.1265981	0.1266347	0
535544.0	0.062481187	0.06285176	0.08796449	0.08808454	0.088514976	0.08818155	0
535548.0	0.12203076	0.1182575	0.171572	0.17147568	0.16636424	0.166665	0
535548.0	0.12203076	0.1182575	0.171572	0.17147568	0.16636424	0.166665	0
549073.0	0.08250734	0.08253571	0.1175141	0.11730958	0.11925266	0.118532166	0
549073.0	0.08250734	0.08253571	0.1175141	0.11730958	0.11925266	0.118532166	0
555568.0	0.11441157	0.11492346	0.16277473	0.16270287	0.16352588	0.16350193	0
555568.0	0.11441157	0.11492346	0.16277473	0.16270287	0.16352588	0.16350193	0
1064123.0	0.08688044	0.087091215	0.12194202	0.1212956	0.12272961	0.12209081	1
1065094.0	0.08355614	0.08382855	0.11837411	0.11802209	0.11927813	0.119028315	0
1065094.0	0.08355614	0.08382855	0.11837411	0.11802209	0.11927813	0.119028315	0
1065094.0	0.08355614	0.08382855	0.11837411	0.11802209	0.11927813	0.119028315	0
1065094.0	0.08355614	0.08382855	0.11837411	0.11802209	0.11927813	0.119028315	1
1065094.0	0.08355614	0.08382855	0.11837411	0.11802209	0.11927813	0.119028315	0
1065094.0	0.08355614	0.08382855	0.11837411	0.11802209	0.11927813	0.119028315	0
1079947.0	0.07349784	0.07208377	0.10347952	0.10353521	0.10150504	0.10170606	1
1079964.0	0.0710385	0.07090784	0.10046397	0.100606486	0.10069756	0.1004949	0
1082912.0	0.068301514	0.068828985	0.09705973	0.097171314	0.0979167	0.09746288	0
1082912.0	0.068301514	0.068828985	0.09705973	0.097171314	0.0979167	0.09746288	0
1088250.0	0.08039512	0.08059595	0.11405082	0.113686934	0.11501176	0.11465819	0
1088250.0	0.08039512	0.08059595	0.11405082	0.113686934	0.11501176	0.11465819	0
1088250.0	0.08039512	0.08059595	0.11405082	0.113686934	0.11501176	0.11465819	0
1097749.0	0.097357534	0.09765816	0.13677849	0.1359342	0.1374245	0.13693698	1
1097749.0	0.097357534	0.09765816	0.13677849	0.1359342	0.1374245	0.13693698	0
1112595.0	0.1431344	0.13888076	0.20120944	0.2007196	0.1949622	0.1953478	0
1112595.0	0.1431344	0.13888076	0.20120944	0.2007196	0.1949622	0.1953478	1
1112595.0	0.1431344	0.13888076	0.20120944	0.2007196	0.1949622	0.1953478	0
1112595.0	0.1431344	0.13888076	0.20120944	0.2007196	0.1949622	0.1953478	0
1112595.0	0.1431344	0.13888076	0.20120944	0.2007196	0.1949622	0.1953478	0
1112595.0	0.1431344	0.13888076	0.20120944	0.2007196	0.1949622	0.1953478	0
1140938.0	0.07667965	0.075471565	0.10846861	0.10784316	0.10622702	0.10658531	2
1142208.0	0.08840287	0.088708386	0.12544595	0.12510163	0.1261378	0.1259129	0
1156907.0	0.0645503	0.06505491	0.09174222	0.09187705	0.0923588	0.0921041	0
1156916.0	0.08265428	0.08080675	0.116363585	0.116413645	0.11353307	0.11378574	0
1156933.0	0.058517516	0.058731858	0.08297635	0.083088696	0.0836184	0.08328387	0
1164415.0	0.07065603	0.071379706	0.099276334	0.09930014	0.09989725	0.09986192	0
1164436.0	0.09228032	0.09334797	0.1312489	0.13181208	0.13305685	0.13215633	0
1175909.0	0.0894558	0.0887141	0.12662058	0.12624957	0.12494382	0.12534551	0
1175909.0	0.0894558	0.0887141	0.12662058	0.12624957	0.12494382	0.12534551	2
1180854.0	0.06630602	0.066427216	0.09334702	0.092635855	0.09450854	0.09407208	2
1181810.0	0.07930936	0.08029571	0.1128428	0.112864874	0.11406965	0.113564625	0
1182398.0	0.064247236	0.06444794	0.090501375	0.0898078	0.09073171	0.09066821	0
1183226.0	0.07646414	0.07665297	0.10800317	0.10722696	0.1085947	0.10835238	2
1185557.0	0.063139185	0.06340092	0.089524396	0.089704506	0.09026006	0.08988242	0
1185557.0	0.063139185	0.06340092	0.089524396	0.089704506	0.09026006	0.08988242	0
1187928.0	0.05832542	0.057780106	0.08244164	0.0823666	0.08129132	0.0814681	0
1201178.0	0.12403156	0.124398135	0.17569068	0.1755941	0.17488718	0.1745805	1
1201178.0	0.12403156	0.124398135	0.17569068	0.1755941	0.17488718	0.1745805	0
